procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18098880 294608 8617904    0    0     0   356 4770 13233  5  2 93  0  0
 5  0      0 18101504 294700 8583656    0    0     0   358 5584 13558  6  2 93  0  0
 1  0      0 18167260 294744 8574324    0    0     0   540 3754 10389  4  1 95  0  0
 0  0      0 18183704 294804 8576604    0    0     0   267 3335 9539  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 18242124 294848 8578732    0    0     0   301 3858 10996  4  1 95  0  0
 2  0      0 18118840 294976 8632440    0    0     0   218 5395 14273  6  2 92  0  0
 1  0      0 18231528 295004 8595424    0    0     0   298 4362 12259  5  2 94  0  0
 3  0      0 18246656 295068 8583256    0    0     0   350 4282 13334  5  2 94  0  0
 1  0      0 18178108 295184 8597012    0    0     0   381 4819 15890  6  2 92  0  0
 1  0      0 18213240 295296 8592360    0    0     0   504 4374 13701  5  2 94  0  0
 5  0      0 18194080 295428 8584456    0    0     0   328 4513 15119  5  2 93  0  0
 1  0      0 18181140 295540 8588240    0    0     0   401 4629 14605  5  2 93  0  0
 1  0      0 18149768 295648 8589952    0    0     0   568 4809 14541  5  2 93  0  0
 0  0      0 18138236 295752 8607348    0    0     0   489 4527 13352  5  2 93  0  0
 4  0      0 18135612 295816 8608540    0    0     0   232 5208 16371  6  2 92  0  0
 5  0      0 18178332 295884 8598008    0    0     0   317 4157 10961  4  2 94  0  0
 0  0      0 18148520 296012 8585728    0    0     0   344 4501 14172  5  2 93  0  0
 0  0      0 18175816 296112 8605416    0    0     0   544 3514 9527  3  1 95  0  0
 0  0      0 18179064 296156 8591148    0    0     0   388 3416 9140  3  1 96  0  0
 0  0      0 18221764 296192 8598060    0    0     0   416 3464 9408  3  1 95  0  0
 1  0      0 18197612 296236 8593132    0    0     0   358 3422 9480  3  1 95  0  0
 1  0      0 18212780 296280 8586644    0    0     0   340 3325 9113  3  1 96  0  0
 0  0      0 18215580 296352 8579872    0    0     0   279 3442 9290  3  1 95  0  0
 1  0      0 18221556 296380 8586296    0    0     0   335 3222 9013  3  1 96  0  0
 2  0      0 18221416 296408 8584968    0    0     0   320 3235 9352  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18252828 296432 8555684    0    0     0   352 3785 9547  4  1 95  0  0
 1  0      0 18231920 296464 8577480    0    0     0   334 3389 9051  3  1 96  0  0
 0  0      0 18226728 296552 8578124    0    0     0   387 3280 8994  3  1 96  0  0
 1  0      0 18246312 296592 8550536    0    0     0   360 3430 9160  3  1 96  0  0
 3  0      0 17600540 296876 8726028    0    0    55   583 6969 22190  7  3 90  0  0
 1  0      0 17655432 297056 8712196    0    0     1  1035 5343 16976  5  2 93  0  0
 1  0      0 17543896 297300 8729464    0    0     0   839 5235 17014  5  2 92  0  0
 0  0      0 17567048 297568 8707908    0    0     0   603 4650 13906  5  2 93  0  0
 2  0      0 17678012 297628 8666348    0    0     7   346 3754 10222  4  2 95  0  0
 0  0      0 17873340 297692 8596096    0    0     0   778 3373 8762  3  1 96  0  0
 1  0      0 17943128 297736 8623152    0    0     0   443 3226 8760  3  1 96  0  0
 0  0      0 17944368 297808 8625568    0    0     0   217 3139 8553  3  1 96  0  0
 0  0      0 17937636 297852 8609204    0    0     0   338 3143 8594  3  1 96  0  0
 0  0      0 17925856 297912 8627276    0    0     0   263 3250 8888  3  1 96  0  0
 0  0      0 17972160 297964 8610184    0    0     0   307 3190 8583  3  1 96  0  0
 2  0      0 17997604 298016 8581276    0    0     0   237 3271 8698  3  1 96  0  0
 0  0      0 17941344 298068 8643152    0    0     0   328 3205 8537  3  1 96  0  0
 2  0      0 17925256 298112 8636600    0    0     0   381 3388 9051  3  1 96  0  0
 0  0      0 17984648 298160 8601936    0    0     0   207 3344 8743  3  1 96  0  0
 1  0      0 17960556 298212 8633600    0    0     0   262 3087 8359  3  1 96  0  0
 1  0      0 17959228 298252 8615832    0    0     0   465 3425 9283  3  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 17974476 298288 8582228    0    0     0   288 3258 8799  3  1 96  0  0
 1  0      0 17956536 298328 8610632    0    0     0   386 3231 8648  3  1 96  0  0
 1  0      0 17946400 298404 8613224    0    0     0   275 3109 8505  3  1 96  0  0
 1  0      0 17919732 298456 8633588    0    0     0   241 3248 8812  3  2 96  0  0
 5  0      0 17937040 298484 8617204    0    0     0   570 3154 8645  3  1 96  0  0
 1  0      0 17912220 298512 8624076    0    0     0   527 3298 8842  3  1 96  0  0
 0  0      0 17989040 298564 8625364    0    0     0   482 3356 8873  3  1 95  0  0
 0  0      0 17985856 298624 8614812    0    0     0   331 3196 8785  3  1 96  0  0
 0  0      0 17999836 298660 8605616    0    0     0   321 3200 8469  3  1 96  0  0
 1  0      0 17983016 298716 8610452    0    0     0   317 3239 8854  3  1 95  0  0
 0  0      0 17980356 298756 8610980    0    0     0   507 3189 8582  3  1 96  0  0
 0  0      0 17986540 298816 8629952    0    0     0   331 3324 8785  3  1 96  0  0
 0  0      0 18009732 298868 8613648    0    0     0   431 3311 8921  3  1 96  0  0
 2  0      0 17973992 298916 8618468    0    0     0   300 3301 8774  3  1 96  0  0
 0  0      0 17930244 298976 8630288    0    0     0   338 3262 8763  3  1 96  0  0
 0  0      0 17968128 299020 8615544    0    0     0   418 3361 8855  3  1 96  0  0
 0  0      0 17991420 299060 8600748    0    0     0   223 2943 8270  3  1 96  0  0
 3  0      0 18339528 299168 8634748    0    0     0   236 3108 6583  2  1 97  0  0
 0  0      0 18337044 299260 8586532    0    0     0   179 3067 6354  3  1 95  0  0
 0  0      0 18438208 299344 8607140    0    0     0   516 2384 4118  2  1 97  0  0
 0  0      0 18469768 299376 8585104    0    0     0  1318 1657 2754  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18524820 299424 8574972    0    0     0   172 1701 2400  1  1 98  0  0
 0  0      0 18499464 299548 8576284    0    0     0  1825 2019 3538  2  1 97  0  0
 0  0      0 18582516 299652 8572744    0    0     0   168 2128 3898  2  1 97  0  0
 1  0      0 18551636 299700 8564608    0    0     0   109 2225 3754  2  1 97  0  0
 2  0      0 18586996 299772 8559836    0    0     0   106 2223 3932  2  1 97  0  0
 6  0      0 18581156 299888 8559460    0    0     0   136 2337 4385  2  1 97  0  0
 2  0      0 18550092 299976 8596648    0    0     0   109 2119 3672  2  1 97  0  0
 1  0      0 18709360 300104 8513532    0    0     0   185 4915 8749  5  1 94  0  0
 0  0      0 18741096 300176 8488716    0    0     0   172 2292 6186  3  1 96  0  0
 0  0      0 18817380 300220 8480404    0    0     0   102 2209 5486  3  1 96  0  0
 0  0      0 18760980 300340 8496712    0    0     0   164 3001 5906  4  1 95  0  0
 0  0      0 18777248 300400 8476848    0    0     0    84 2767 7113  3  1 96  0  0
 0  0      0 18786116 300564 8476308    0    0     0   154 3309 7206  3  1 96  0  0
 0  0      0 18737024 300604 8481232    0    0     0   141 1247 2308  1  1 98  0  0
 0  0      0 18728760 300668 8509348    0    0     0   121 1143 1759  1  1 99  0  0
 0  0      0 18753904 300704 8484896    0    0     0    86 1185 1799  1  1 98  0  0
 2  0      0 18765556 300756 8484700    0    0     0    93 2113 3555  2  1 97  0  0
 0  0      0 18776360 300796 8472484    0    0     0    96 1943 5423  2  1 97  0  0
 0  0      0 18751852 300840 8472880    0    0     0    70 1570 4059  2  1 97  0  0
 1  0      0 18748656 300896 8469448    0    0     0    96 1981 5553  2  1 97  0  0
 0  0      0 18740408 300956 8474916    0    0     0   124 2372 6781  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18745964 301028 8468776    0    0     0   130 4173 7671  5  1 94  0  0
 2  0      0 18686096 301148 8502852    0    0     0   185 2969 4548  3  1 96  0  0
 0  0      0 18775940 301292 8527044    0    0     0   346 3502 9653  3  2 95  0  0
 0  0      0 18796868 301428 8492436    0    0    20   361 2780 7290  2  1 96  0  0
 0  0      0 19063052 301564 8484972    0    0     0   284 2240 5031  2  1 97  0  0
 0  0      0 19031288 301704 8518664    0    0     0   545 3428 8651  3  1 96  0  0
 0  0      0 19022344 301948 8506728    0    0     0   440 2011 4955  2  1 97  0  0
 0  0      0 19093392 302040 8462092    0    0     0   242 2374 5076  2  1 97  0  0
 0  0      0 19093536 302116 8460848    0    0     0   103 2638 4939  3  1 96  0  0
 0  0      0 19127640 302176 8473908    0    0     0   134 2532 5008  3  1 96  0  0
 0  0      0 19161696 302224 8453552    0    0     0    97 1976 3779  2  1 97  0  0
 1  0      0 19135488 302272 8456792    0    0     0   102 1943 4090  2  1 97  0  0
 0  0      0 19057872 302396 8470512    0    0     0   185 2790 8344  3  1 96  0  0
 0  0      0 19068148 302460 8462748    0    0     0   143 2495 6831  3  1 96  0  0
 1  0      0 19074168 302536 8451424    0    0     0   118 3231 4906  3  1 96  0  0
 1  0      0 19017904 302584 8442032    0    0     0    74 2175 4161  2  1 97  0  0
 0  0      0 18923668 302664 8443464    0    0     0    98 2046 4290  3  1 97  0  0
 1  0      0 19140320 302712 8479584    0    0     0   107 2853 7093  4  1 95  0  0
 0  0      0 19149124 302800 8456412    0    0     0   121 2477 6959  3  1 96  0  0
 0  0      0 19148980 302840 8463640    0    0     0   105 2439 5063  3  1 97  0  0
 1  0      0 19168256 302904 8474884    0    0     0   128 3045 7112  4  1 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19205088 302968 8452192    0    0     0   103 1315 1779  1  1 99  0  0
 0  0      0 19197496 303020 8442424    0    0     0    76 1170 1392  1  1 99  0  0
 1  0      0 19190828 303044 8442444    0    0     0    52 1152 1365  1  0 99  0  0
 0  0      0 19156412 303100 8444100    0    0     0   109 2878 5335  3  1 96  0  0
 2  0      0 19121564 303164 8461108    0    0     0   109 2671 6855  3  1 96  0  0
 1  0      0 19167936 303240 8440912    0    0     0   107 2275 4005  2  1 97  0  0
 0  0      0 19219504 303280 8432712    0    0     0    80 1834 2589  1  1 98  0  0
 0  0      0 19214612 303340 8426604    0    0     0    95 1411 2096  1  1 98  0  0
 0  0      0 19171100 303424 8462896    0    0     0   115 1484 2456  1  1 98  0  0
 0  0      0 19159520 303456 8441100    0    0     0    66 1694 2636  1  1 98  0  0
 1  0      0 19144196 303508 8442032    0    0     0    90 3639 4376  2  1 97  0  0
 0  0      0 19173652 303552 8442828    0    0     0    93 3660 3913  2  1 97  0  0
 0  0      0 19188308 303628 8441836    0    0     0   121 1804 3245  1  1 98  0  0
 0  0      0 19193392 303664 8431604    0    0     0    57 1721 2872  1  1 98  0  0
 0  0      0 19158584 303744 8439532    0    0     0   168 1672 3117  1  1 98  0  0
 0  0      0 19224760 303848 8430248    0    0     0   126 3064 7177  3  1 96  0  0
 0  0      0 19210268 303928 8459748    0    0     0    99 2339 4733  2  1 97  0  0
 1  0      0 19212472 304008 8441744    0    0     0    96 1723 3057  2  1 98  0  0
 0  0      0 19231460 304052 8441700    0    0     0    77 1487 2457  1  1 98  0  0
 0  0      0 19199868 304180 8441340    0    0     0   122 2651 4938  3  1 96  0  0
 0  0      0 19210220 304216 8443828    0    0     0    85 3039 6868  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19202420 304304 8449304    0    0     0   102 2203 3394  2  1 97  0  0
 0  0      0 19212900 304556 8428260    0    0     6   202 2416 5046  2  1 97  0  0
 0  0      0 19212008 304636 8431776    0    0     0    88 1498 2330  1  1 98  0  0
 0  0      0 19178624 304716 8459028    0    0     0   112 2184 3804  2  1 97  0  0
 2  0      0 19160564 304828 8465520    0    0     0   105 2982 5258  3  1 96  0  0
 0  0      0 19173948 304908 8444992    0    0     0   151 2377 6322  3  1 96  0  0
 0  0      0 19159136 304948 8443088    0    0     0    97 3110 4841  3  1 96  0  0
 0  0      0 19211788 305088 8443564    0    0     0   153 2440 5451  3  1 96  0  0
 0  0      0 19219608 305128 8432640    0    0     0    98 1663 2772  1  1 98  0  0
 0  0      0 19205632 305196 8424480    0    0     0   121 2528 4417  3  1 97  0  0
 0  0      0 19183020 305252 8433724    0    0     0   140 1054 1527  1  1 99  0  0
 0  0      0 19185400 305332 8437180    0    0     0   165 1235 1731  1  1 98  0  0
 0  0      0 19203044 305364 8426940    0    0     0    64 1104 1536  1  1 99  0  0
 0  0      0 19191064 305424 8424452    0    0     0    72 1115 1455  1  1 99  0  0
 0  0      0 19217476 305460 8424456    0    0     0    84 1294 1595  1  1 99  0  0
 0  0      0 19184504 305516 8461736    0    0     0    87 1651 4197  1  1 98  0  0
 0  0      0 19192560 305548 8438944    0    0     0    76 1641 4057  2  1 98  0  0
 0  0      0 19191208 305592 8439072    0    0     0   105 1565 4038  2  1 98  0  0
 1  0      0 19206344 305636 8444620    0    0     0    94 1691 3311  2  1 98  0  0
 0  0      0 19219196 305704 8434960    0    0     0   104 1948 4750  2  1 97  0  0
 0  0      0 19162020 305808 8448200    0    0     0   140 2548 4994  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19186876 305968 8437484    0    0     0   149 2457 6348  3  1 96  0  0
 0  0      0 19176692 306032 8428036    0    0     0    87 1129 1540  1  1 99  0  0
 0  0      0 19154372 306080 8455584    0    0     0    98 1250 1931  1  1 98  0  0
 0  0      0 19173716 306132 8437276    0    0     0    88 1108 1539  1  1 99  0  0
 0  0      0 19004824 306236 8518612    0    0     0   301 3647 9016  3  1 95  0  0
 0  0      0 19042712 306368 8445492    0    0     0   271 3609 5518  3  1 96  0  0
 1  0      0 19108024 306492 8442212    0    0     0   157 2832 5219  4  1 96  0  0
 0  0      0 19190824 306580 8425684    0    0     1   130 2050 3015  2  1 97  0  0
 0  0      0 19192940 306624 8423856    0    0     0    79 1161 1818  1  1 98  0  0
 3  0      0 19145972 306692 8433684    0    0     0   127 1230 2147  1  1 98  0  0
 1  0      0 19162476 306768 8452948    0    0     0   139 1285 2051  1  1 98  0  0
 2  0      0 19176456 306792 8434168    0    0     0    82 2110 3603  2  1 97  0  0
 0  0      0 19161048 306816 8437696    0    0     0    75 1234 1799  1  1 98  0  0
 0  0      0 19196676 306864 8405244    0    0     0    86 1141 1703  1  1 99  0  0
 0  0      0 19172228 306920 8438176    0    0     0   101 1346 2148  1  1 98  0  0
 1  0      0 19179516 306960 8432560    0    0     0    70 1748 4127  2  1 98  0  0
 4  0      0 19190000 307004 8421432    0    0     0    85 1093 1517  1  1 99  0  0
 0  0      0 19180044 307044 8421064    0    0     0    51 1131 1595  1  1 98  0  0
 4  0      0 19157196 307084 8452364    0    0     0   102 1093 1634  1  1 99  0  0
 0  0      0 19181980 307124 8437792    0    0     0    74 1725 3202  2  1 97  0  0
 0  0      0 19188372 307180 8433972    0    0     0    98 1158 1569  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19181336 307240 8435664    0    0     0    88 1196 1595  1  1 99  0  0
 0  0      0 19184260 307264 8436180    0    0     0    50 1327 1850  1  1 98  0  0
 0  0      0 19200592 307312 8425864    0    0     0   108 1464 1791  1  1 99  0  0
 0  0      0 19199128 307348 8426976    0    0     0    66 1314 1778  1  1 99  0  0
 0  0      0 19213692 307416 8426936    0    0     0   101 1760 3078  2  1 98  0  0
 0  0      0 19173840 307548 8454488    0    0     0   134 2762 5370  3  1 96  0  0
 0  0      0 19162668 307612 8438220    0    0     0   646 2005 4855  2  1 97  0  0
 1  0      0 19096612 307708 8440256    0    0     0   772 1881 3383  2  1 97  0  0
 0  0      0 19069132 307812 8451356    0    0     0   262 3304 7231  3  1 95  0  0
 0  0      0 19136024 307940 8450108    0    0     0   193 4908 10003  5  2 93  0  0
 0  0      0 19166724 307992 8429528    0    0     0   111 1843 4395  2  1 97  0  0
 0  0      0 19165312 308076 8426556    0    0     0   139 2777 7875  3  1 95  0  0
 1  0      0 19124476 308164 8431848    0    0     0   115 2518 6308  3  1 96  0  0
 0  0      0 19116844 308340 8461744    0    0     0  1802 3469 8245  4  1 95  0  0
 0  0      0 19129256 308404 8431460    0    0     0    66 2539 7205  3  1 96  0  0
 3  0      0 19145048 308468 8431336    0    0   109   190 2808 7090  3  1 96  0  0
 0  0      0 19100952 308688 8445188    0    0     0   186 3624 10505  5  2 93  0  0
 3  0      0 19102788 308800 8464948    0    0     0   140 2984 6265  3  1 96  0  0
 0  0      0 19105892 308920 8450164    0    0     0  1790 3807 8343  4  1 94  0  0
 1  0      0 19087644 308976 8439436    0    0     0    94 3143 8321  4  1 94  0  0
 1  0      0 19103952 309064 8435752    0    0     0   106 2390 6176  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19111284 309188 8430320    0    0     0   149 2579 6922  3  1 96  0  0
 0  0      0 19133936 309236 8424964    0    0     0    63 2528 4703  2  1 97  0  0
 0  0      0 19122980 309300 8428488    0    0     0   121 2599 5346  3  1 96  0  0
 1  0      0 19115848 309412 8431436    0    0     0   109 2628 7730  3  1 95  0  0
 0  0      0 19135796 309496 8430244    0    0     0   121 2631 4378  2  1 97  0  0
 1  0      0 19119588 309580 8434536    0    0     0   120 3743 8926  4  1 94  0  0
 0  0      0 19091828 309780 8438572    0    0     0   223 3382 10093  4  1 94  0  0
 0  0      0 19117188 309848 8437520    0    0     0    80 2860 6336  3  1 96  0  0
 0  0      0 19065572 310020 8452148    0    0     0   169 2660 5119  3  1 96  0  0
 0  0      0 19091336 310076 8429056    0    0     0    83 1338 1879  1  1 99  0  0
 0  0      0 19122800 310148 8416036    0    0     0   155 1986 3065  2  1 97  0  0
 0  0      0 19141076 310244 8434932    0    0     9   183 2788 2937  4  1 95  0  0
 0  0      0 19123216 310320 8434456    0    0     0   107 1804 3287  2  1 98  0  0
 0  0      0 19135680 310412 8435800    0    0     0    91 2997 6359  3  1 96  0  0
 0  0      0 19114420 310536 8422796    0    0     0   106 1433 2302  1  1 98  0  0
 1  0      0 19118804 310684 8430224    0    0     0   135 3126 6424  3  1 96  0  0
 0  0      0 19114864 310760 8452084    0    0     0   102 1804 2935  2  1 98  0  0
 0  0      0 19126680 310876 8433900    0    0     0   139 1779 3001  2  1 98  0  0
 0  0      0 19130668 310944 8433252    0    0     0   101 1912 3354  2  1 97  0  0
 0  0      0 19126440 311188 8433936    0    0     0   148 3112 6110  3  1 96  0  0
 0  0      0 19119008 311228 8434112    0    0     0    91 1625 2575  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 19103744 311296 8446844    0    0     0   147 3398 5238  6  2 92  0  0
 2  0      0 18789336 311468 8720044    0    0     0   278 3489 6365  6  3 91  0  0
 1  0      0 19125272 311636 8426840    0    0     0  1447 5142 45128  8  1 90  0  0
 0  0      0 19116968 311712 8440136    0    0     0   118 1687 3714  2  1 98  0  0
 2  0      0 19132748 311952 8429156    0    0     0   185 2091 5489  2  1 97  0  0
 1  0      0 19110740 312128 8430376    0    0     0   203 2894 8007  3  1 95  0  0
 0  0      0 19073740 312432 8448212    0    0     0   301 2355 6094  3  1 96  0  0
 0  0      0 19080524 312724 8455572    0    0     0   245 2536 6571  3  1 96  0  0
 1  0      0 19086012 312876 8452800    0    0     0   135 2883 6494  3  1 96  0  0
 0  0      0 19060852 312928 8444284    0    0     0    82 1836 5035  2  1 97  0  0
 3  0      0 19070804 312996 8441040    0    0     0   113 2125 2733  3  1 96  0  0
 0  0      0 19095460 313132 8440616    0    0     0   284 3254 5900  4  2 94  0  0
 0  0      0 19093580 313264 8431084    0    0     0   134 3029 5913  3  1 96  0  0
 2  0      0 19094832 313340 8434456    0    0     0   129 3182 4129  5  1 94  0  0
 0  0      0 19051184 313464 8430500    0    0     0   296 4650 9144  7  3 89  0  0
 1  0      0 19038700 313600 8444128    0    0     0   310 5966 43687 10  2 88  0  0
 2  0      0 19073704 313640 8429616    0    0     0   122 2235 2805  2  1 97  0  0
 8  0      0 19025612 313764 8446500    0    0     0   104 2693 5334  3  1 96  0  0
 4  0      0 19075656 313840 8430728    0    0     0   100 1708 2953  2  1 98  0  0
 5  0      0 19074688 313908 8459812    0    0     0   102 1526 2220  1  1 98  0  0
 7  0      0 19081796 313964 8441392    0    0     0    80 1534 2360  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 19069040 314020 8443012    0    0     0    93 1897 2523  1  1 97  0  0
 5  0      0 19058156 314104 8443572    0    0     0   111 3029 6913  3  1 96  0  0
 7  0      0 19057344 314204 8440792    0    0     0   161 3076 7154  3  2 95  0  0
 6  0      0 19090992 314268 8423848    0    0     0    98 1271 1747  1  1 99  0  0
 3  0      0 19069560 314280 8425316    0    0     0    60 1129 1432  1  1 99  0  0
 4  0      0 19038600 314348 8441148    0    0     0   152 1495 2827  1  1 98  0  0
 2  0      0 19003576 314512 8461848    0    0     0   214 3629 8068  4  1 95  0  0
 5  0      0 19026436 314548 8440672    0    0     0    70 1507 2410  1  1 98  0  0
 3  0      0 19025520 314596 8440244    0    0     0    90 1705 2998  1  1 98  0  0
 3  0      0 18988860 314704 8443412    0    0     0   240 2388 4207  2  1 97  0  0
 2  0      0 19040216 314816 8441924    0    0     0   203 2127 3746  2  1 97  0  0
 3  0      0 19069868 314880 8431004    0    0     0    86 1626 2489  1  1 98  0  0
 3  0      0 19064960 314972 8432852    0    0     0   154 1976 3654  2  1 97  0  0
 3  0      0 18323300 315172 8500604    0    0     0   326 4114 11055  4  1 94  0  0
 4  0      0 17848684 315268 8514740    0    0     0   203 2335 5865  4  1 96  0  0
 8  0      0 18726444 315440 8496756    0    0     0   298 2533 6126  2  1 97  0  0
 3  0      0 18695620 315512 8486976    0    0     0   195 1406 2693  1  1 98  0  0
 4  0      0 18656960 315564 8484220    0    0     0   102 1025 1181  1  1 99  0  0
 3  0      0 18647356 315600 8512472    0    0     0   143  987 1159  0  1 99  0  0
 3  0      0 18720704 315632 8472004    0    0     0    82  958 1028  0  1 99  0  0
 1  0      0 18755404 315672 8447392    0    0     0    72 1069 1208  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 18759196 315704 8443836    0    0     0    64  973 1016  0  1 99  0  0
 4  0      0 18731764 315780 8472616    0    0     0    83  995 1127  0  1 99  0  0
 5  0      0 18743020 315804 8462384    0    0     0    76  972 1050  0  1 99  0  0
 2  0      0 18755120 315856 8458268    0    0     0   108  995 1123  0  1 99  0  0
 2  0      0 18700716 315916 8473088    0    0     0   119 1016 1455  0  1 99  0  0
 4  0      0 18679104 315972 8498556    0    0     0   135  965 1154  0  0 99  0  0
 3  0      0 18763312 315988 8442172    0    0     0    64  992 1018  0  1 99  0  0
 2  0      0 18745892 316044 8444976    0    0     0    68 1003 1272  0  1 99  0  0
 4  0      0 18704852 316084 8470484    0    0     0    81 1022 1116  0  1 99  0  0
 4  0      0 18710964 316132 8470396    0    0     0    79 1106 1296  1  1 99  0  0
 3  0      0 18730768 316164 8461108    0    0     0    65  980 1018  0  1 99  0  0
 3  0      0 18738120 316224 8458664    0    0     0   107  981 1095  0  1 99  0  0
