procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 18737284 316280 8458656    0    0     0    90 1006 1071  0  1 99  0  0
 3  0      0 18696584 316332 8488748    0    0     0    72  972 1062  0  1 99  0  0
 2  0      0 18717124 316372 8470868    0    0     0    62  973 1024  0  1 99  0  0
 2  0      0 18719636 316408 8470764    0    0     0    80 1024 1088  0  1 99  0  0
 2  0      0 18758360 316468 8433968    0    0     0    64  969 1006  0  1 99  0  0
 3  0      0 18733188 316480 8462704    0    0     0    61  978 1045  0  1 99  0  0
 2  0      0 18756296 316524 8445364    0    0     0    63  975 1036  0  1 99  0  0
 5  0      0 18756876 316572 8440360    0    0     0    93 1011 1106  0  1 99  0  0
 2  0      0 18762484 316612 8440732    0    0     0    56  952  994  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 18722356 316660 8471564    0    0     0    61 1015 1083  0  1 99  0  0
 1  0      0 18739896 316708 8452988    0    0     0    79  913  994  0  1 99  0  0
 2  0      0 18738484 316744 8455924    0    0     0    86 1029 1141  0  1 99  0  0
 2  0      0 18744656 316820 8452728    0    0     0    84  954 1020  0  1 99  0  0
 1  0      0 18726764 316852 8471708    0    0     0    74 1081 1195  0  1 99  0  0
 2  0      0 18747220 316876 8452988    0    0     0    70  941 1089  0  1 99  0  0
 1  0      0 18715896 316976 8465128    0    0     0   280 1171 1485  1  1 99  0  0
 1  0      0 18735540 317012 8452996    0    0     0   105 1061 1154  0  1 99  0  0
 3  0      0 18754208 317056 8452724    0    0     0    90 1046 1340  1  1 99  0  0
 1  0      0 18763600 317096 8442844    0    0     0    66  924  992  0  1 99  0  0
 3  0      0 18771408 317132 8440884    0    0     0    71  938 1041  0  1 99  0  0
 2  0      0 18775592 317152 8440896    0    0     0    63  936 1019  0  1 99  0  0
 0  0      0 18708356 317204 8470996    0    0     0    74 1013 1225  0  1 99  0  0
 1  0      0 18704016 317248 8481752    0    0     0    76 1266 1691  0  1 99  0  0
 1  0      0 18767912 317296 8424356    0    0     0    95  912  976  0  1 99  0  0
 2  0      0 18754104 317340 8424452    0    0     0    78  947 1020  0  1 99  0  0
 1  0      0 18766020 317368 8415856    0    0     0    64  946 1016  0  1 99  0  0
 1  0      0 18781700 317420 8405636    0    0     0    68  944  978  0  1 99  0  0
 1  0      0 18785552 317460 8404172    0    0     0    49  889  933  0  1 99  0  0
 1  0      0 18769908 317512 8403972    0    0     0    80  939 1037  0  1 99  0  0
 1  0      0 18761520 317556 8435164    0    0     0    73  981 1022  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18779960 317596 8416312    0    0     0    75 1061 1025  0  1 99  0  0
 1  0      0 18776532 317624 8416324    0    0     0    90  943  994  0  1 99  0  0
 1  0      0 18749240 317684 8425632    0    0     0   130 1161 1313  1  1 99  0  0
 0  0      0 18765896 317756 8422972    0    0     0   102 1116 1178  1  1 99  0  0
 0  0      0 18819328 317776 8406224    0    0     0    69 1040 1046  1  1 99  0  0
 0  0      0 18823036 317852 8403808    0    0     0    90  992 1024  0  1 99  0  0
 0  0      0 18814652 317884 8404132    0    0     0    64 1010 1035  0  1 99  0  0
 0  0      0 18777184 317940 8434896    0    0     0    87  986 1137  0  1 99  0  0
 0  0      0 18799824 317992 8416680    0    0     0  1731 1098 1048  0  1 99  0  0
 0  0      0 18788200 318040 8416860    0    0     0    49  945 1014  0  1 99  0  0
 0  0      0 18779312 318104 8417100    0    0     0   128 1012 1104  0  1 99  0  0
 0  0      0 18783444 318168 8417212    0    0     0  1706 1046 1249  0  1 99  0  0
 0  0      0 18807732 318216 8406656    0    0     0    72  960  959  0  1 99  0  0
 1  0      0 18810344 318272 8404848    0    0     0    83  908 1002  0  1 99  0  0
 0  0      0 18799376 318300 8404328    0    0     0    55  960  989  0  1 99  0  0
 1  0      0 18774024 318344 8435284    0    0     0    82  989 1085  0  1 99  0  0
 0  0      0 18793172 318384 8417212    0    0     0    74  936  972  0  1 99  0  0
 0  0      0 18798536 318436 8417132    0    0     0    77  912  954  0  1 99  0  0
 2  0      0 18806116 318480 8417136    0    0     0    79  972 1000  0  1 99  0  0
 2  0      0 18798344 318544 8417268    0    0     0    82 1007 1072  0  1 99  0  0
 0  0      0 18803520 318560 8406880    0    0     0    60  955  931  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 18803844 318592 8405064    0    0     0    78  974  998  0  1 99  0  0
 0  0      0 18753104 318640 8416540    0    0     0   137 1001 1358  0  1 99  0  0
 0  0      0 18735124 318676 8444540    0    0     0    92 1004 1152  0  1 99  0  0
 1  0      0 18768432 318704 8420416    0    0     0    58  972 1013  0  1 99  0  0
 0  0      0 18772348 318768 8423396    0    0     0    99  991 1083  0  1 99  0  0
 0  0      0 18771592 318808 8423192    0    0     0    99  936  994  0  1 99  0  0
 0  0      0 18786940 318852 8420624    0    0     0    95 1099 1238  0  1 99  0  0
 0  0      0 18810072 318884 8407040    0    0     0    64  966  958  0  1 99  0  0
 0  0      0 18789520 318924 8408084    0    0     0   100  999 1077  0  1 99  0  0
 0  0      0 18793372 318976 8404812    0    0     0    73  973 1072  0  1 99  0  0
 0  0      0 18765212 319032 8435692    0    0     0    83 1084 1264  0  1 99  0  0
 0  0      0 18795512 319064 8417792    0    0     0    73  889  919  0  0 99  0  0
 0  0      0 18799228 319116 8417300    0    0     0    81  987  997  0  1 99  0  0
 1  0      0 18788808 319136 8417328    0    0     0    69  941  981  0  1 99  0  0
 0  0      0 18780260 319156 8417276    0    0     0    72 1051 1228  0  1 99  0  0
 0  0      0 18793944 319216 8407480    0    0     0    78  921  961  0  1 99  0  0
 0  0      0 18796660 319240 8405016    0    0     0    41  929  982  0  1 99  0  0
 0  0      0 18799020 319316 8405176    0    0     0    81  939 1029  0  1 99  0  0
 0  0      0 18769896 319352 8435352    0    0     0    70 1036 1083  0  1 99  0  0
 0  0      0 18766404 319408 8423404    0    0     0   472 1039 1073  0  1 99  0  0
 2  0      0 18769176 319440 8423036    0    0     0   178  905  962  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18735288 319500 8431984    0    0     0   136 1016 1235  0  1 99  0  0
 0  0      0 18768592 319536 8423112    0    0     0    80  976 1039  0  1 99  0  0
 0  0      0 18785848 319580 8412848    0    0     0    81  989 1040  0  1 99  0  0
 0  0      0 18781072 319628 8416192    0    0     0    67  922  986  0  1 99  0  0
 0  0      0 18780200 319712 8411352    0    0     0   105  967 1042  0  1 99  0  0
 0  0      0 18746540 319736 8442104    0    0     0    54 1011 1131  0  1 99  0  0
 0  0      0 18777876 319788 8423680    0    0     0    84  985 1011  0  1 99  0  0
 0  0      0 18793416 319828 8426316    0    0     0    81 1036 1063  0  1 99  0  0
 0  0      0 18781052 319912 8423564    0    0     0    85 1009 1062  0  1 99  0  0
 0  0      0 18776756 319944 8423700    0    0     0    70  954 1065  0  1 99  0  0
 0  0      0 18795704 319988 8413512    0    0     0    77  988 1020  0  1 99  0  0
 0  0      0 18773796 320024 8414616    0    0     0    42  967 1061  0  1 99  0  0
 0  1      0 18767884 320068 8412036    0    0     0    86  961 1024  0  1 99  0  0
 0  0      0 18735604 320120 8442196    0    0     0    74  965 1125  0  1 99  0  0
 1  0      0 18760864 320164 8423776    0    0     0    64  979 1000  0  1 99  0  0
 1  0      0 18753764 320204 8423796    0    0     0    68  949  968  0  1 99  0  0
 1  0      0 18749064 320264 8423588    0    0     0    78  967 1003  0  1 99  0  0
 0  0      0 18775792 320308 8423644    0    0     0    81 1026 1095  0  0 99  0  0
 0  0      0 18792244 320372 8413416    0    0     0    79  924  984  0  1 99  0  0
 0  0      0 18793396 320392 8411600    0    0     0    47  977  966  0  1 99  0  0
 1  0      0 18789844 320432 8411832    0    0     0    74  950  983  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18765944 320468 8442624    0    0     0    70 1062 1073  0  1 99  0  0
 0  0      0 18773236 320520 8423520    0    0     0    72  961  981  0  1 99  0  0
 0  0      0 18733816 320632 8434816    0    0     0   215 1163 1686  1  1 99  0  0
 0  0      0 18742584 320680 8431864    0    0     0    73  939  929  0  1 99  0  0
 0  0      0 18774544 320724 8424240    0    0     0    98 1078 1227  0  1 99  0  0
 0  0      0 18798468 320748 8413744    0    0     0    61  939  970  0  0 99  0  0
 0  0      0 18794476 320820 8412276    0    0     0    88  995 1045  0  1 99  0  0
 0  0      0 18777584 320860 8414704    0    0     0    66  958  993  0  1 99  0  0
 1  0      0 18747860 320916 8442744    0    0     0    99 1009 1091  0  1 99  0  0
 0  0      0 18757832 320964 8423844    0    0     0    77  957 1004  0  1 99  0  0
 0  0      0 18770144 321024 8427304    0    0     0    97 1086 1113  0  1 99  0  0
 0  0      0 18775904 321064 8423576    0    0     0    76 1048 1118  1  1 99  0  0
 0  0      0 18759876 321112 8424000    0    0     0    89  967 1136  0  1 99  0  0
 0  0      0 18778648 321152 8413908    0    0     0    54  961  995  0  1 99  0  0
 0  0      0 18791952 321176 8413936    0    0     0    61  923  973  0  1 99  0  0
 0  0      0 18794128 321232 8413936    0    0     0    72  990  981  0  1 99  0  0
 0  0      0 18752764 321304 8423932    0    0     0   101 1027 1218  0  1 99  0  0
 0  0      0 18766072 321328 8413956    0    0     0    55  948  972  0  1 99  0  0
 0  0      0 18769496 321380 8411852    0    0     0    88  942 1004  0  1 99  0  0
 0  0      0 18748780 321416 8420932    0    0     0   114 1026 1198  0  1 99  0  0
 0  0      0 18740108 321472 8438636    0    0     0   113 1004 1145  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 18762176 321504 8421140    0    0     0    67  967  947  0  1 99  0  0
 0  0      0 18758928 321560 8421668    0    0     0    66  973 1027  0  1 99  0  0
 1  0      0 18761488 321600 8421736    0    0     0    78  915  949  0  1 99  0  0
 0  0      0 18793148 321676 8425844    0    0     0    98 1311 1315  1  1 99  0  0
 0  0      0 18799812 321700 8415592    0    0     0    66  921  955  0  1 99  0  0
 0  0      0 18804936 321764 8413636    0    0     0    82  959 1051  0  1 99  0  0
 1  0      0 18808896 321804 8413484    0    0     0    69  919  939  0  1 99  0  0
 0  0      0 18754120 321856 8443280    0    0     0    80  981 1110  0  1 99  0  0
 0  0      0 18793452 321888 8424308    0    0     0    91  936  938  0  1 99  0  0
 0  0      0 18785364 321948 8424324    0    0     0    78  981 1030  0  1 99  0  0
 1  0      0 18791908 321988 8423976    0    0     0    62  909  943  0  1 99  0  0
 0  0      0 18809272 322032 8424648    0    0     0    75 1099 1150  0  1 99  0  0
 0  0      0 18821932 322072 8414160    0    0     0    69  950  972  0  1 99  0  0
 0  0      0 18831204 322092 8412248    0    0     0    68 1079 1111  1  0 99  0  0
 0  0      0 18819728 322132 8411680    0    0     0    84  928 1017  0  1 99  0  0
 0  0      0 18788392 322164 8442756    0    0     0    57 1022 1174  1  1 99  0  0
 0  0      0 18807020 322188 8424200    0    0     0    98  942  979  0  1 99  0  0
 0  0      0 18810808 322236 8424360    0    0     0    87 1002 1056  0  1 99  0  0
 1  0      0 18769700 322308 8436024    0    0     0   122  983 1245  0  0 99  0  0
 0  0      0 18802564 322332 8424456    0    0     0   111 1051 1131  0  1 99  0  0
 0  0      0 18818532 322380 8414220    0    0     0    84  959  981  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18819188 322452 8412256    0    0     0    91  976 1056  0  1 99  0  0
 0  0      0 18815960 322484 8412264    0    0     0    77  910  971  0  1 99  0  0
 0  0      0 18780520 322520 8442432    0    0     0    53 1022 1159  0  1 99  0  0
 0  0      0 18793200 322568 8424524    0    0     0    79  966  978  0  1 99  0  0
 0  0      0 18792800 322612 8424464    0    0     0    59  948  983  0  1 99  0  0
 0  0      0 18806844 322656 8424556    0    0     0    80  977  991  0  1 99  0  0
 0  0      0 18798444 322704 8427936    0    0     0    66 1015 1064  0  1 99  0  0
 0  0      0 18814780 322760 8414312    0    0     0    90  978 1007  0  1 99  0  0
 0  0      0 18810892 322808 8414972    0    0     0    88  978 1075  0  1 99  0  0
 0  0      0 18804588 322844 8412420    0    0     0    89 1001  989  0  1 99  0  0
 0  0      0 18793048 322896 8443192    0    0     0    66 1095 1109  1  1 99  0  0
 0  0      0 18800880 322936 8424636    0    0     0    72  969 1030  0  1 99  0  0
 0  0      0 18794064 322972 8424828    0    0     0    75  960 1058  0  1 99  0  0
 0  0      0 18782028 323028 8427376    0    0     0    75  983 1015  0  1 99  0  0
 0  0      0 18763180 323080 8424880    0    0     0    87  947 1129  0  1 99  0  0
 0  0      0 18750436 323228 8414232    0    0     0   709 1164 1763  1  1 99  0  0
 0  0      0 18699188 323300 8420320    0    0     0   761 1543 1839  1  1 99  0  0
 0  0      0 18705880 323376 8420300    0    0     1   154  997  993  0  1 99  0  0
 0  0      0 18744032 323580 8421012    0    0     0   936 2173 2575  1  1 98  0  0
 0  0      0 18727356 323632 8413516    0    0     0  1192 1035 1381  0  1 99  0  0
 0  0      0 18772992 323688 8402364    0    0     0    64  979 1023  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 18686672 323732 8406288    0    0     0   137 1075 1247  1  1 99  0  0
 0  0      0 18748328 323780 8415780    0    0     0  2907 1108 1238  0  1 99  0  0
 0  0      0 18760800 323824 8411572    0    0     0    87  981 1015  0  1 99  0  0
 0  0      0 18759260 323896 8407988    0    0     0   143 1070 1167  0  1 99  0  0
 0  0      0 18761368 323936 8408464    0    0     0    67  937 1001  0  1 99  0  0
 0  0      0 18732744 323996 8438832    0    0     0    86  989 1086  0  1 99  0  0
 1  0      0 18775500 324028 8419180    0    0     0  1690 1176 1064  1  0 99  0  0
 0  0      0 18770928 324060 8418720    0    0     0    61 1002 1038  0  1 99  0  0
 0  0      0 18765408 324092 8420936    0    0     0    73  967 1023  0  1 99  0  0
 0  0      0 18746340 324140 8436844    0    0     0    70 1019 1054  0  1 99  0  0
 0  0      0 18763112 324176 8418092    0    0     0    59  966  985  0  0 99  0  0
 0  0      0 18761836 324224 8416452    0    0     0    90 1008 1036  0  1 99  0  0
 1  0      0 18755596 324276 8417592    0    0     0    65  938  949  0  1 99  0  0
 0  0      0 18776080 324312 8416808    0    0     0    65 1350 1243  1  1 99  0  0
 0  0      0 18785840 324336 8406568    0    0     0    54  933  942  0  1 99  0  0
 0  0      0 18787556 324408 8405608    0    0     0    91  974 1071  0  1 99  0  0
 0  0      0 18764940 324448 8408316    0    0     0    66  950 1037  0  1 99  0  0
 0  0      0 18767452 324492 8415768    0    0     0    78 1086 1181  0  1 99  0  0
 0  0      0 18776660 324524 8404952    0    0     0    66  973  962  0  1 99  0  0
 0  0      0 18693568 324760 8412076    0    0     0   465 1392 2501  1  1 98  0  0
 0  0      0 18707284 324808 8412952    0    0     0   107 1022 1209  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 18708184 324836 8440724    0    0     0    94 1197 1228  1  1 99  0  0
 0  0      0 18756728 324868 8412048    0    0     0    59 1019 1032  0  1 99  0  0
 1  0      0 18772936 324908 8412412    0    0     0    87  972  968  0  0 99  0  0
 0  0      0 18782320 324956 8412584    0    0     0    85 1079 1111  1  1 99  0  0
 0  0      0 18770524 325028 8412604    0    0     0    85  982 1081  0  1 99  0  0
 0  0      0 18779856 325068 8402384    0    0     0    74  943 1012  0  1 99  0  0
 0  0      0 18784604 325112 8399888    0    0     0    69  961  966  0  1 99  0  0
 0  0      0 18778576 325140 8400312    0    0     0    65 1002 1063  0  1 99  0  0
 0  0      0 18749264 325184 8431012    0    0     0    62 1014 1073  0  1 99  0  0
 0  0      0 18764860 325212 8412804    0    0     0    67  949  947  0  1 99  0  0
 0  0      0 18762264 325276 8415716    0    0     0    81  977 1003  0  1 99  0  0
 0  0      0 18767628 325308 8412104    0    0     0    74  938 1043  0  1 99  0  0
 0  0      0 18776896 325356 8404384    0    0     0    56 1019 1055  0  1 99  0  0
 0  0      0 18779940 325396 8394160    0    0     0    68  969  979  0  1 99  0  0
 0  0      0 18784644 325432 8395296    0    0     0    93 1103 1142  0  1 99  0  0
 0  0      0 18748968 325488 8404640    0    0     0   146  971 1305  0  1 99  0  0
 0  0      0 18765736 325528 8422988    0    0     0    99 1112 1327  1  1 99  0  0
 0  0      0 18786252 325584 8404568    0    0     0    75  935  954  0  1 99  0  0
 0  0      0 18789892 325616 8404332    0    0     0    41  931  961  0  1 99  0  0
 0  0      0 18790000 325664 8404516    0    0     0    87  989 1023  0  1 99  0  0
 0  0      0 18747960 325692 8404560    0    0     0    53 1000 1176  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18762452 325728 8394332    0    0     0    74  982 1025  0  1 99  0  0
 0  0      0 18779844 325772 8394344    0    0     0    77  946  965  0  0 99  0  0
 0  0      0 18770376 325824 8394200    0    0     0    98 1018 1053  0  1 99  0  0
 0  0      0 18772812 325856 8404332    0    0     0    47 1037 1097  1  1 99  0  0
 0  0      0 18785668 325900 8394292    0    0     0   103  982  990  0  1 99  0  0
 0  0      0 18785240 325936 8392408    0    0     0    66  949 1062  0  1 99  0  0
 0  0      0 18786208 325992 8392416    0    0     0    84  956  988  0  1 99  0  0
 0  0      0 18759832 326044 8423040    0    0     0    58 1031 1086  0  1 99  0  0
 0  0      0 18782436 326076 8404120    0    0     0    69  959  999  0  1 99  0  0
 1  0      0 18778948 326096 8402820    0    0     0    74  972  970  0  1 99  0  0
 0  0      0 18782120 326144 8404680    0    0     0    79  960 1031  0  1 99  0  0
 0  0      0 18770236 326196 8407888    0    0     0    69  994 1087  0  1 99  0  0
 1  0      0 18782616 326240 8394572    0    0     0    75  990  959  0  1 99  0  0
 0  0      0 18783448 326280 8392076    0    0     0    66  997  980  0  1 99  0  0
 0  0      0 18744576 326344 8403956    0    0     0   150  964 1398  0  1 99  0  0
 0  0      0 18674820 326404 8437296    0    0     0   138 1116 2002  1  1 99  0  0
 0  0      0 18723900 326464 8416776    0    0     0    82 1082 1253  0  1 99  0  0
 0  0      0 18750220 326504 8412180    0    0     0   104 1013 1019  0  1 99  0  0
 0  0      0 18770044 326564 8409212    0    0     0   100 1127 1160  1  1 99  0  0
 0  0      0 18758328 326588 8409192    0    0     0    58 1093 1274  0  1 99  0  0
 0  0      0 18765104 326648 8398932    0    0     0    71  902  930  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18767692 326708 8397032    0    0     0    83 1051 1169  0  1 99  0  0
 0  0      0 18772432 326748 8396560    0    0     0    73  920  959  0  1 99  0  0
 0  0      0 18752976 326796 8427596    0    0     0    76 1063 1102  0  1 99  0  0
 0  0      0 18770656 326832 8409296    0    0     0    74  938  940  0  1 99  0  0
 0  0      0 18767600 326884 8409356    0    0     0    78  946  975  0  1 99  0  0
 0  0      0 18769136 326920 8409388    0    0     0    79  930  982  0  1 99  0  0
 1  0      0 18768904 326976 8408912    0    0     0    73  950 1032  0  1 99  0  0
 0  0      0 18770772 327004 8399196    0    0     0    53  981  960  0  1 99  0  0
 0  0      0 18780404 327056 8397072    0    0     0    78  931 1016  0  1 99  0  0
 0  0      0 18769028 327092 8397240    0    0     0    67  957 1013  0  1 99  0  0
 0  0      0 18744312 327144 8430940    0    0     0    90  968 1085  0  1 99  0  0
 0  0      0 18757668 327184 8409896    0    0     0    59  976  995  0  1 99  0  0
 0  0      0 18756376 327236 8412456    0    0     0   101  952 1038  0  1 99  0  0
 0  0      0 18726404 327300 8418256    0    0     0   100 1046 1309  0  1 99  0  0
 0  0      0 18726648 327344 8416024    0    0     0   107  951 1154  0  1 99  0  0
 0  0      0 18762588 327380 8395168    0    0     0    71  923  970  0  1 99  0  0
 0  0      0 18761152 327428 8396336    0    0     0    77  989 1053  0  1 99  0  0
 0  0      0 18766896 327468 8393100    0    0     0    91 1043 1159  0  1 99  0  0
 0  0      0 18743120 327508 8423940    0    0     0    76 1136 1345  1  1 99  0  0
 0  0      0 18757564 327552 8405496    0    0     0    78  959  980  0  1 99  0  0
 0  0      0 18770184 327596 8405152    0    0     0    85  983 1006  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 18759264 327628 8405604    0    0     0    71  956 1007  0  1 99  0  0
 0  0      0 18764712 328080 8408632    0    0   199   232 1145 1375  1  1 99  0  0
 0  0      0 18775160 328104 8398752    0    0     0   214  921  971  0  1 99  0  0
 0  0      0 18784784 328152 8396492    0    0     0    79 1002 1015  0  1 99  0  0
 0  0      0 18784404 328236 8396816    0    0     0   100  914 1040  0  0 99  0  0
 0  0      0 18760624 328280 8428044    0    0     0    77 1027 1023  0  1 99  0  0
 0  0      0 18774380 328324 8409164    0    0     0    73  935  970  0  1 99  0  0
 0  0      0 18773600 328376 8409556    0    0     0    71  947  977  0  1 99  0  0
 0  0      0 18770216 328412 8409416    0    0     0    69  944  999  0  1 99  0  0
 0  0      0 18772280 328476 8409376    0    0     0    87  971 1038  0  1 99  0  0
 0  0      0 18787552 328524 8398796    0    0     0    75  940 1035  0  1 99  0  0
 0  0      0 18772776 328560 8399156    0    0     0    64  930  953  0  1 99  0  0
 0  0      0 18770496 328596 8399180    0    0     0    78  979 1063  0  1 99  0  0
 0  0      0 18778312 328640 8409556    0    0     0    70  999 1054  0  1 99  0  0
 0  0      0 18783808 328688 8399316    0    0     0    68  990  994  0  1 99  0  0
 0  0      0 18737204 328748 8408812    0    0     0   138  999 1365  0  1 99  0  0
 0  0      0 18773476 328792 8397344    0    0     0   110 1002 1044  0  0 99  0  0
 0  0      0 18746904 328816 8427960    0    0     0    82  987 1176  0  1 99  0  0
 1  0      0 18768000 328852 8409532    0    0     0    65  994  996  0  1 99  0  0
 0  0      0 18746480 328892 8412676    0    0     0    63  985 1016  0  1 99  0  0
 0  0      0 18746744 328952 8410080    0    0     0    86  972 1052  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18728704 328984 8409108    0    0     0    75 1031 1137  0  1 99  0  0
 0  0      0 18741540 329020 8399388    0    0     0    82  981 1033  0  1 99  0  0
 0  0      0 18744276 329068 8397488    0    0     0    72  960  939  0  1 99  0  0
 0  0      0 18764052 329128 8397428    0    0     0    70  954  950  0  0 99  0  0
 0  0      0 18740008 329180 8428188    0    0     0    94 1103 1155  0  1 99  0  0
 1  0      0 18760972 329224 8409620    0    0     0    62  936 1023  0  0 99  0  0
 0  0      0 18763288 329244 8409796    0    0     0    57  962  983  0  1 99  0  0
 0  0      0 18763900 329284 8409804    0    0     0    64  927  954  0  1 99  0  0
 0  0      0 18762360 329332 8409804    0    0     0    71 1070 1114  0  1 99  0  0
 0  0      0 18775840 329372 8399052    0    0     0    82  974 1026  0  1 99  0  0
 0  0      0 18778732 329432 8397436    0    0     0   104 1008 1037  0  1 99  0  0
 0  0      0 18732892 329492 8406568    0    0     0   152  983 1178  0  1 99  0  0
 0  0      0 18709308 329512 8435332    0    0     0    70  999 1102  0  1 99  0  0
 0  0      0 18749580 329572 8409768    0    0     0    96  979 1021  0  1 99  0  0
 0  0      0 18748324 329604 8409768    0    0     0    56  997  987  0  1 99  0  0
 0  0      0 18757340 329680 8409920    0    0     0   473 1052 1023  0  1 99  0  0
 1  0      0 18743448 329716 8409788    0    0     0  1298 1017 1222  0  1 99  0  0
 0  0      0 18751488 329760 8402828    0    0     0   119 1000 1044  0  1 99  0  0
 0  0      0 18742896 329792 8397772    0    0     0    87  999 1107  0  1 99  0  0
 0  0      0 18751160 329824 8400552    0    0     0    61 1006 1042  0  1 99  0  0
 0  0      0 18721564 329892 8428680    0    0     0    95 1013 1179  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 18737088 329924 8410000    0    0     0  1694  981  963  0  1 99  0  0
 0  0      0 18727912 329972 8410204    0    0     0    66  985 1018  0  1 99  0  0
 0  0      0 18738780 329996 8409684    0    0     0    58  968  974  0  1 99  0  0
 2  0      0 18746400 330040 8409840    0    0     0    72 1072 1223  1  1 99  0  0
 0  0      0 18760084 330084 8400032    0    0     0    54  941  958  0  1 99  0  0
 0  0      0 18771328 330148 8399876    0    0     0    95  994 1042  0  1 99  0  0
 1  0      0 18767132 330172 8400108    0    0     0    51  921  946  0  1 99  0  0
 0  0      0 18751116 330240 8413408    0    0     0    74 1031 1067  0  1 99  0  0
 0  0      0 18759420 330268 8399932    0    0     0    72  899  967  0  1 99  0  0
 0  0      0 18758216 330332 8398068    0    0     0    83  955 1004  0  1 99  0  0
 0  0      0 18729048 330368 8407164    0    0     0   102  958 1223  0  1 99  0  0
 0  0      0 18726336 330412 8428644    0    0     0   107 1037 1191  0  1 99  0  0
 0  0      0 18758472 330444 8410712    0    0     0    65  962  954  0  0 99  0  0
 0  0      0 18752576 330500 8413300    0    0     0    78  995 1042  0  1 99  0  0
 0  0      0 18751972 330532 8410240    0    0     0    77  981 1020  0  1 99  0  0
 0  0      0 18751512 330564 8410360    0    0     0    84 1105 1200  1  1 99  0  0
 0  0      0 18761832 330608 8400652    0    0     0    63  984  984  0  1 99  0  0
 0  0      0 18760348 330648 8400716    0    0     0    73 1013 1033  0  1 99  0  0
 0  0      0 18755836 330688 8398180    0    0     0    86  990  999  0  1 99  0  0
 0  0      0 18735108 330740 8428868    0    0     0    91 1030 1118  0  1 99  0  0
 0  0      0 18755696 330792 8410376    0    0     0    77  992  981  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 18760728 330824 8410412    0    0     0    84  941  992  0  1 99  0  0
 0  0      0 18753340 330860 8412996    0    0     0    83  973 1086  0  1 99  0  0
 0  0      0 18746944 330904 8410412    0    0     0    58 1061 1188  0  1 99  0  0
 1  0      0 18755460 330948 8400172    0    0     0    64  983  948  0  1 99  0  0
 0  0      0 18784852 330992 8398236    0    0     0    71 1146 1123  0  1 99  0  0
 0  0      0 18785716 331012 8398496    0    0     0    77  906  957  0  1 99  0  0
 0  0      0 18750720 331080 8427848    0    0     0    83  994 1102  0  1 99  0  0
 0  0      0 18785156 331100 8408176    0    0     0    68  939  959  0  1 99  0  0
 0  0      0 18783084 331156 8408268    0    0     0    89  961 1004  0  1 99  0  0
