procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 20129972 208168 7897340    0    0     0    67 1155 1612  1  1 99  0  0
 0  0      0 20143412 208216 7894528    0    0     0    74 1177 1713  1  1 99  0  0
 0  0      0 20146672 208304 7894284    0    0     0   108 1197 1700  1  1 98  0  0
 0  0      0 20155812 208352 7894292    0    0     0    76 1186 1685  1  1 98  0  0
 0  0      0 20158900 208392 7894300    0    0     0    74 1170 1582  1  1 99  0  0
 0  0      0 20147220 208448 7894596    0    0     0    86 1175 1660  1  1 99  0  0
 0  0      0 20139400 208488 7894368    0    0     0    67 1194 1694  1  1 98  0  0
 1  0      0 20145376 208552 7894636    0    0     0    68 1137 1598  1  1 99  0  0
 2  0      0 20144236 208608 7894396    0    0     0    89 1215 1644  1  1 98  0  0
 0  0      0 20128996 208656 7900628    0    0     0    77 1193 1604  1  1 98  0  0
 0  0      0 20142508 208728 7894364    0    0     0   125 1272 1781  1  1 98  0  0
 0  0      0 20145092 208800 7894832    0    0     0    84 1212 1741  1  1 98  0  0
 0  0      0 20121552 208864 7897860    0    0     0   114 1211 1759  1  1 98  0  0
 0  0      0 20091652 208936 7903620    0    0     0   140 1180 1916  1  1 98  0  0
 0  0      0 20152784 208992 7885952    0    0     0   113 1348 1941  1  1 98  0  0
 0  0      0 20143916 209056 7886580    0    0     0    75 1140 1599  1  1 99  0  0
 1  0      0 20151664 209104 7886344    0    0     0    79 1130 1647  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20148228 209176 7886580    0    0     0    92 1120 1569  1  1 99  0  0
 0  0      0 20141100 209208 7886884    0    0     0    69 1259 1917  1  1 98  0  0
 1  0      0 20149388 209264 7887144    0    0     0    95 1185 1722  1  1 99  0  0
 1  0      0 20152928 209348 7889488    0    0     0   100 1194 1662  1  1 98  0  0
 0  0      0 20157320 209404 7886948    0    0     0    85 1103 1645  1  1 99  0  0
 0  0      0 20147744 209484 7887192    0    0     0  1726 1253 1728  1  1 98  0  0
 0  0      0 20150080 209532 7887500    0    0     0    37 1294 1662  1  1 99  0  0
 0  0      0 20150132 209564 7886988    0    0     0    68 1268 1821  1  1 98  0  0
 0  0      0 20139044 209628 7887120    0    0     0    96 1150 1506  1  1 98  0  0
 0  0      0 20139744 209676 7887136    0    0     0  1679 1199 1679  1  1 98  0  0
 0  0      0 20137788 209764 7887384    0    0     0    90 1196 1722  1  1 98  0  0
 0  0      0 20143476 209820 7889968    0    0     0    89 1167 1680  1  1 98  0  0
 0  0      0 20131148 209884 7890236    0    0     0    91 1178 1730  1  1 98  0  0
 0  0      0 20130988 209948 7900880    0    0     0    91 1193 1760  1  1 98  0  0
 0  0      0 20144844 210020 7900764    0    0     0    94 1262 1710  1  1 98  0  0
 0  0      0 20150592 210060 7893792    0    0     0    69 1319 1735  1  1 99  0  0
 0  0      0 20103832 210140 7899320    0    0     0   141 1396 2087  1  1 98  0  0
 0  0      0 20148880 210196 7892960    0    0     0   120 1392 1924  1  1 98  0  0
 0  0      0 20161224 210252 7890784    0    0     0    83 1343 1827  1  1 98  0  0
 0  0      0 20160328 210324 7891100    0    0     0    99 1285 1738  1  1 99  0  0
 0  0      0 20161660 210388 7890872    0    0     0    93 1292 1817  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20168336 210428 7890628    0    0     0    58 1430 1996  1  1 98  0  0
 0  0      0 20167040 210508 7890900    0    0     0    93 1204 1690  1  1 99  0  0
 1  0      0 20164680 210548 7894004    0    0     0    67 1227 1732  1  1 99  0  0
 1  0      0 20168112 210620 7890960    0    0     0   104 1308 1725  1  1 99  0  0
 0  0      0 20166092 210684 7890148    0    0     0    83 1404 1831  1  1 98  0  0
 0  0      0 20179000 210732 7890972    0    0     0    65 1320 1809  1  1 99  0  0
 0  0      0 20162872 210804 7891744    0    0     0    98 1351 1705  1  1 99  0  0
 0  0      0 20173828 210852 7891028    0    0     0    58 1314 1723  1  1 99  0  0
 0  0      0 20171368 210892 7890496    0    0     0    54 1301 1701  1  1 99  0  0
 0  0      0 20167452 210972 7891040    0    0     0    92 1276 1715  1  1 99  0  0
 0  0      0 20156484 211020 7891500    0    0     0    67 1253 1799  1  1 98  0  0
11  0      0 20156324 211076 7894160    0    0     0    85 1198 1859  1  1 98  0  0
 0  0      0 20158484 211172 7893800    0    0     0   112 1225 1732  1  1 98  0  0
 0  0      0 20156388 211224 7896576    0    0     0   494 1187 1760  1  1 98  0  0
 0  0      0 20142008 211296 7899988    0    0     0   185 1206 1879  1  1 98  0  0
 0  0      0 20098996 211376 7908700    0    0     0   143 1322 2084  1  1 98  0  0
 0  0      0 20137112 211408 7892868    0    0     0    87 1270 1785  1  1 99  0  0
 0  0      0 20148424 211488 7893124    0    0     0    88 1216 1688  1  1 99  0  0
 0  0      0 20142436 211528 7896204    0    0     0    75 1349 1879  1  1 99  0  0
 0  0      0 20145368 211624 7892884    0    0     0   102 1336 1846  1  1 98  0  0
 0  0      0 20135500 211664 7892912    0    0     0    77 1349 1904  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20158332 211712 7893680    0    0     0    71 1250 1801  1  1 99  0  0
 1  0      0 20136040 211792 7892360    0    0     0   123 1266 1783  1  1 99  0  0
 0  0      0 20150948 211848 7892124    0    0     0    68 1219 1828  1  1 99  0  0
 0  0      0 20140404 211904 7892896    0    0     0    76 1433 1855  1  1 99  0  0
 0  0      0 20138276 211992 7892136    0    0     0    96 1276 1708  1  1 99  0  0
 0  0      0 20148016 212024 7892164    0    0     0    50 1325 1804  1  1 98  0  0
 0  0      0 20143024 212088 7892672    0    0     0    89 1313 1667  1  1 99  0  0
 0  0      0 20158724 212152 7892688    0    0     0    79 1345 1958  1  1 98  0  0
 0  0      0 20143932 212216 7892468    0    0     0    84 1143 1555  1  1 98  0  0
 0  0      0 20142052 212264 7892716    0    0     0    77 1221 1678  1  1 98  0  0
 0  0      0 20139232 212336 7896072    0    0     0    90 1176 1679  1  1 98  0  0
 0  0      0 20124176 212416 7893032    0    0     0   114 1233 1823  1  1 98  0  0
 0  0      0 20135044 212496 7893112    0    0     0   101 1196 1776  1  1 98  0  0
 1  0      0 20142400 212544 7893052    0    0     0    68 1188 1663  1  1 98  0  0
 0  0      0 20142372 212640 7893572    0    0     0    94 1213 1804  1  1 98  0  0
 0  0      0 20113752 212704 7902228    0    0     0   123 1351 2152  1  1 98  0  0
 0  0      0 20152056 212768 7893172    0    0     0   113 1181 1656  1  1 99  0  0
 0  0      0 20143804 212824 7893696    0    0     0   102 1264 1762  1  1 98  0  0
 0  0      0 20147148 212896 7893964    0    0     0    83 1190 1657  1  1 99  0  0
 1  0      0 20146968 212920 7893716    0    0     0    45 1298 1901  1  1 98  0  0
 0  0      0 20144600 213008 7893960    0    0     0    83 1195 1647  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20143760 213048 7893336    0    0     0    77 1209 1752  1  1 98  0  0
 0  0      0 20142776 213120 7894112    0    0     0   102 1161 1636  1  1 98  0  0
 0  0      0 20136304 213176 7893896    0    0     0    54 1230 1706  1  1 98  0  0
 0  0      0 20148980 213232 7894164    0    0     0    93 1164 1610  1  1 98  0  0
 0  0      0 20140024 213280 7893396    0    0     0    78 1103 1621  1  1 98  0  0
 1  0      0 20149024 213360 7893952    0    0     0    94 1161 1687  1  1 98  0  0
 0  0      0 20130472 213416 7893964    0    0     0    65 1178 1704  1  1 98  0  0
 0  0      0 20137052 213496 7893992    0    0     0   111 1159 1574  1  1 98  0  0
 1  0      0 20140428 213544 7893736    0    0     0    70 1181 1613  1  1 99  0  0
 0  0      0 20126148 213592 7900104    0    0     0    68 1192 1710  1  1 99  0  0
 0  0      0 20129228 213632 7894136    0    0     0    86 1320 1969  1  1 99  0  0
 1  0      0 20121756 213728 7893996    0    0     0   108 1295 1777  1  1 99  0  0
 0  0      0 20126196 213792 7893968    0    0     0    99 1298 1825  1  1 98  0  0
 0  0      0 20095900 213888 7902840    0    0     0   136 1280 1879  1  1 99  0  0
 0  0      0 20113680 213920 7893628    0    0     0    76 1293 1815  1  1 99  0  0
 0  0      0 20125920 214000 7894352    0    0     0    92 1280 1748  1  1 98  0  0
 0  0      0 20109184 214048 7894392    0    0     0    70 1238 1661  1  1 99  0  0
 0  0      0 20118612 214128 7894400    0    0     0   102 1210 1668  1  1 98  0  0
 0  0      0 20119836 214168 7893936    0    0     0    39 1284 1749  1  1 99  0  0
 1  0      0 20126656 214216 7894048    0    0     0    81 1219 1737  1  1 98  0  0
 0  0      0 20124688 214280 7894460    0    0     0   102 1278 1746  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20126984 214368 7894512    0    0     0    91 1190 1678  1  1 98  0  0
 0  0      0 20131340 214408 7894532    0    0     0    58 1314 1776  1  1 98  0  0
 0  0      0 20143508 214504 7894148    0    0     0   110 1241 1608  1  1 99  0  0
 0  0      0 20138220 214536 7894340    0    0     0    82 1150 1622  1  1 99  0  0
 0  0      0 20134920 214600 7894592    0    0     0    85 1166 1623  1  1 98  0  0
 1  0      0 20135392 214632 7894628    0    0     0    57 1254 1792  1  1 98  0  0
 0  0      0 20132128 214704 7894304    0    0     0    81 1215 1628  1  1 98  0  0
 0  0      0 20130476 214760 7894416    0    0     0    83 1194 1675  1  1 98  0  0
 0  0      0 20125940 214832 7899840    0    0     0    99 1195 1699  1  1 98  0  0
 0  0      0 20108712 214912 7899584    0    0     0   109 1187 1759  1  1 98  0  0
 0  0      0 20115220 214992 7895976    0    0     0    81 1178 1676  1  1 98  0  0
 1  0      0 20107688 215040 7896792    0    0     0    73 1135 1596  1  1 99  0  0
 0  0      0 20077384 215104 7908100    0    0     0    54 1301 2151  1  1 98  0  0
 1  0      0 20115780 215144 7899636    0    0     0    85 1217 1830  1  1 98  0  0
 1  0      0 20128908 215216 7894288    0    0     0   100 1275 1650  1  1 99  0  0
 0  0      0 20125264 215272 7894188    0    0     0    88 1180 1644  1  1 98  0  0
 0  0      0 20148016 215352 7894056    0    0     0    95 1244 1640  1  1 98  0  0
 0  0      0 20145240 215376 7895396    0    0     0    49 1236 1751  1  1 98  0  0
 0  0      0 20133876 215448 7894944    0    0     0    92 1136 1647  1  1 98  0  0
 0  0      0 20140424 215496 7895176    0    0     0    85 1269 1891  1  1 98  0  0
 0  0      0 20138872 215560 7895172    0    0     0    71 1183 1622  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20149928 215608 7894548    0    0     0    55 1431 1925  1  1 98  0  0
 0  0      0 20146632 215672 7894728    0    0     0    50 1313 1711  1  1 99  0  0
 0  0      0 20135412 215720 7897948    0    0     0    82 1214 1742  1  1 99  0  0
 0  0      0 20137708 215800 7894772    0    0     0    44 1083 1574  1  1 99  0  0
 0  0      0 20148024 215840 7894544    0    0     0    44 1269 1658  1  1 98  0  0
 0  0      0 20145940 215920 7897936    0    0     0    96 1250 1793  1  1 98  0  0
 0  0      0 20155804 215968 7895136    0    0     0    96 1363 1785  1  1 98  0  0
 0  0      0 20150112 216024 7895108    0    0     0    73 1158 1671  1  1 98  0  0
 0  0      0 20165096 216072 7895024    0    0     0    77 1271 1804  1  1 98  0  0
 0  0      0 20146064 216192 7895012    0    0     0   413 1315 2241  1  1 98  0  0
 0  0      0 20074748 216288 7901320    0    0     0  1031 1472 2399  1  1 98  0  0
 0  0      0 20031412 216376 7910376    0    0     0   202 1157 1898  1  1 98  0  0
 0  0      0 20125900 216416 7893288    0    0     0   107 1299 1880  1  1 98  0  0
 0  0      0 20141292 216480 7895464    0    0     0    80 1172 1695  1  1 98  0  0
 0  0      0 20139824 216536 7895340    0    0     0    79 1216 1670  1  1 99  0  0
 0  0      0 20140504 216600 7895484    0    0     0    82 1160 1659  1  1 98  0  0
 0  0      0 20132684 216640 7895492    0    0     0    86 1190 1682  1  1 98  0  0
 0  0      0 20134236 216712 7895272    0    0     0   101 1179 1637  1  1 98  0  0
 0  0      0 20130160 216780 7895048    0    0     0   119 1342 1744  1  1 98  0  0
 0  0      0 20139532 216844 7895596    0    0     0   444 1117 1567  1  1 98  0  0
 0  0      0 20135908 216908 7895852    0    0     0  1297 1203 1738  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 20146328 216988 7895908    0    0     0   105 1156 1667  1  1 98  0  0
 0  0      0 20131704 217044 7898316    0    0     0    68 1234 1687  1  1 98  0  0
 0  0      0 20136756 217084 7895332    0    0     0   486 1269 1631  1  1 98  0  0
 0  0      0 20126432 217140 7901892    0    0     0  1301 1261 1725  1  1 98  0  0
 1  0      0 20118700 217212 7905152    0    0     0    87 1160 1634  1  1 99  0  0
 0  0      0 20134312 217260 7901340    0    0     0    88 1178 1654  1  1 98  0  0
 0  0      0 20119276 217332 7899576    0    0     0    91 1179 1675  1  1 98  0  0
 0  0      0 20113608 217388 7903204    0    0     0    89 1227 1844  1  1 98  0  0
 0  0      0 20127172 217444 7900168    0    0     0    87 1122 1656  1  1 99  0  0
 0  0      0 20112764 217500 7903300    0    0     0    70 1250 1652  1  1 98  0  0
 1  0      0 20110020 217548 7902544    0    0     0    95 1130 1601  1  1 98  0  0
 0  0      0 20076616 217596 7911512    0    0     0   111 1346 2098  1  1 98  0  0
 0  0      0 20117516 217676 7899956    0    0     0   138 1228 1737  1  1 99  0  0
 0  0      0 20122020 217732 7900056    0    0     0    88 1188 1724  1  1 98  0  0
 0  0      0 20125120 217796 7900832    0    0     0    90 1166 1624  1  1 99  0  0
 0  0      0 20128900 217852 7900068    0    0     0    65 1191 1741  1  1 98  0  0
 0  0      0 20118220 217924 7899588    0    0     0    94 1145 1644  1  1 99  0  0
 0  0      0 20113692 217956 7900144    0    0     0    52 1107 1586  1  1 99  0  0
 0  0      0 20113964 218020 7900432    0    0     0    88 1194 1717  1  0 99  0  0
 0  0      0 20124008 218044 7900332    0    0     0    55 1289 1714  1  1 99  0  0
 0  0      0 20135960 218132 7900192    0    0     0   110 1320 1846  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20139304 218180 7900448    0    0     0    72 1232 1686  1  1 98  0  0
 0  0      0 20132728 218236 7900600    0    0     0    82 1175 1679  1  1 99  0  0
 0  0      0 20122972 218276 7901004    0    0     0    83 1192 1612  1  1 98  0  0
 0  0      0 20121340 218356 7903068    0    0     0    81 1117 1608  1  1 99  0  0
 0  0      0 20115516 218396 7900596    0    0     0    56 1153 1675  1  1 98  0  0
 0  0      0 20105100 218468 7903996    0    0     0   105 1184 1727  1  1 98  0  0
 0  0      0 20106860 218508 7900228    0    0     0    67 1209 1751  1  1 98  0  0
 1  0      0 20109560 218596 7903812    0    0     0   109 1177 1763  1  1 98  0  0
 0  0      0 20115508 218652 7900128    0    0     0    88 1134 1675  1  1 99  0  0
 0  0      0 20071836 218724 7910064    0    0     0   121 1197 1901  1  1 98  0  0
 0  0      0 20111384 218780 7896656    0    0     0   112 1220 1769  1  1 98  0  0
 1  0      0 20113336 218836 7896872    0    0     0    78 1135 1603  1  1 99  0  0
 0  0      0 20104532 218892 7896612    0    0     0    69 1089 1582  1  1 99  0  0
 0  0      0 20102536 218940 7896268    0    0     0    79 1227 1739  1  1 98  0  0
 0  0      0 20124016 218988 7896132    0    0     0    73 1249 1760  1  1 98  0  0
 0  0      0 20109280 219076 7898700    0    0     0   103 1206 1747  1  1 98  0  0
 0  0      0 20123204 219124 7896668    0    0     0    68 1153 1608  1  1 98  0  0
 0  0      0 20122680 219204 7896140    0    0     0    97 1185 1623  1  1 98  0  0
 1  0      0 20116480 219236 7896132    0    0     0    65 1173 1580  1  0 99  0  0
 0  0      0 20120436 219340 7896672    0    0     0    99 1116 1589  1  1 99  0  0
 0  0      0 20125508 219372 7896680    0    0     0    59 1172 1690  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20127572 219428 7896264    0    0     0    73 1214 1682  1  1 98  0  0
 1  0      0 20132840 219476 7896188    0    0     0    64 1313 1719  1  1 98  0  0
 0  0      0 20125716 219540 7902640    0    0     0    97 1152 1684  1  1 98  0  0
 0  0      0 20123236 219620 7897048    0    0     0    88 1164 1662  1  1 98  0  0
 0  0      0 20117988 219692 7896780    0    0     0    78 1118 1629  1  1 99  0  0
 0  0      0 20100796 219740 7897212    0    0     0    27 1198 1722  1  1 98  0  0
 0  0      0 20111524 219796 7896804    0    0     0    71 1202 1723  1  1 98  0  0
 0  0      0 20110212 219828 7896832    0    0     0    53 1174 1608  1  1 98  0  0
 0  0      0 20076500 219916 7905984    0    0     0    70 1200 1979  1  1 98  0  0
 0  0      0 20124172 219940 7897152    0    0     0   117 1295 1857  1  1 98  0  0
 0  0      0 20120536 220028 7896896    0    0     0    62 1126 1602  1  1 99  0  0
 0  0      0 20117368 220068 7896960    0    0     0    70 1209 1715  1  1 98  0  0
 0  0      0 20106336 220140 7896888    0    0     0    97 1153 1601  1  1 99  0  0
 0  0      0 20109740 220180 7897180    0    0     0    64 1241 1750  1  1 98  0  0
 2  0      0 20122324 220260 7896824    0    0     0    98 1351 1835  1  1 98  0  0
 0  0      0 20124684 220308 7896728    0    0     0    60 1251 1687  1  1 99  0  0
 0  0      0 20123500 220364 7896900    0    0     0    52 1124 1598  1  1 99  0  0
 0  0      0 20109452 220388 7896756    0    0     0    16 1162 1592  1  1 99  0  0
 0  0      0 20114708 220508 7897016    0    0     0   119 1169 1690  1  1 99  0  0
 0  0      0 20114000 220540 7897028    0    0     0    35 1103 1632  1  1 99  0  0
 0  0      0 20094280 220628 7896652    0    0     0    99 1141 1663  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20119436 220668 7897020    0    0     0    29 1172 1732  1  1 98  0  0
 0  0      0 20117588 220740 7897096    0    0     0    57 1203 1624  1  1 99  0  0
 0  0      0 20109184 220804 7900176    0    0     0    82 1168 1704  1  1 98  0  0
 0  0      0 20106500 220860 7896744    0    0     0    57 1168 1683  1  1 98  0  0
 0  0      0 20103196 220892 7897620    0    0     0    18 1164 1685  1  1 99  0  0
 1  0      0 20118500 220964 7897640    0    0     0    79 1196 1728  1  1 98  0  0
 0  0      0 20107760 221012 7897040    0    0     0    47 1137 1659  1  0 99  0  0
 0  0      0 20048180 221092 7908712    0    0     0   156 1253 2034  1  1 98  0  0
 0  0      0 20103296 221140 7899256    0    0     0   118 1245 1888  1  1 98  0  0
 0  0      0 20112320 221220 7896964    0    0     0    85 1145 1632  1  1 98  0  0
 0  0      0 20113204 221252 7897500    0    0     0    66 1141 1629  1  1 99  0  0
 0  0      0 20094732 221332 7897256    0    0     0    85 1149 1659  1  1 99  0  0
 0  0      0 20108448 221356 7897576    0    0     0    63 1144 1673  1  1 99  0  0
 0  0      0 20087596 221460 7896744    0    0     0    95 1211 1662  1  1 98  0  0
 1  0      0 20105296 221516 7897336    0    0     0    98 1234 1811  1  1 98  0  0
 0  0      0 20110420 221580 7897328    0    0     0    75 1110 1607  1  1 99  0  0
 0  0      0 20109676 221620 7897584    0    0     0    56 1153 1644  1  1 98  0  0
 0  0      0 20110572 221684 7897336    0    0     0    50 1147 1573  1  1 99  0  0
 0  0      0 20095524 221740 7897120    0    0     0    69 1200 1710  1  1 98  0  0
 0  0      0 20095640 221828 7897384    0    0     0    93 1150 1639  1  1 98  0  0
 0  0      0 20092504 221884 7898172    0    0     0    60 1217 1687  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20105168 221956 7897780    0    0     0    90 1184 1731  1  1 98  0  0
 0  0      0 20106136 221996 7900780    0    0     0    83 1219 1807  1  1 98  0  0
 0  0      0 20108216 222092 7897592    0    0     0   114 1129 1682  1  1 98  0  0
 0  0      0 20103888 222132 7897672    0    0     0    74 1180 1743  1  1 98  0  0
 0  0      0 20097896 222212 7898072    0    0     0    95 1132 1654  1  1 99  0  0
 0  0      0 20091024 222244 7900832    0    0     0    65 1230 1749  1  1 98  0  0
 1  0      0 20095208 222292 7901252    0    0     0    88 1341 1774  1  1 98  0  0
 0  0      0 20048680 222420 7905820    0    0     0   148 1424 2403  1  1 98  0  0
 0  0      0 20106988 222492 7898260    0    0     0   151 1314 1819  1  1 98  0  0
 0  0      0 20102852 222548 7898328    0    0     0   129 1256 1836  1  1 99  0  0
 0  0      0 20109616 222612 7898280    0    0     0    77 1176 1691  1  1 99  0  0
 0  0      0 20088648 222668 7897748    0    0     0    64 1200 1812  1  1 99  0  0
 1  0      0 20087092 222724 7898272    0    0     0    78 1134 1610  1  1 99  0  0
 0  0      0 20083616 222764 7898588    0    0     0    71 1195 1680  1  1 98  0  0
 0  0      0 20094336 222832 7898352    0    0     0    77 1156 1641  1  1 98  0  0
 0  0      0 20106496 222864 7898608    0    0     0    51 1272 1710  1  1 98  0  0
 0  0      0 20099424 222928 7898364    0    0     0    85 1144 1603  1  1 99  0  0
 0  0      0 20104144 223000 7897864    0    0     0    94 1171 1631  1  1 98  0  0
 0  0      0 20087952 223072 7898428    0    0     0    96 1166 1643  1  1 99  0  0
 0  0      0 20093424 223112 7898408    0    0     0    58 1160 1641  1  1 99  0  0
 0  0      0 20082180 223160 7898416    0    0     0    61 1114 1622  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 20094184 223232 7897924    0    0     0    85 1244 1767  1  1 98  0  0
 0  0      0 20108628 223288 7898976    0    0     0    87 1214 1753  1  1 98  0  0
 0  0      0 20107204 223344 7898500    0    0     0    81 1166 1716  1  1 98  0  0
 0  0      0 20096500 223424 7901788    0    0     0   114 1207 1722  1  1 98  0  0
 1  0      0 20095704 223472 7898428    0    0     0    82 1151 1617  1  1 99  0  0
 1  0      0 20056564 223560 7910332    0    0     0   156 1217 1911  1  1 98  0  0
 2  0      0 20068040 223632 7898888    0    0     0   122 1147 1713  1  1 98  0  0
 2  0      0 20070380 223696 7898900    0    0     0    91 1157 1673  1  1 98  0  0
 1  0      0 20078856 223744 7902504    0    0     0    79 1235 1761  1  1 98  0  0
 0  0      0 20076580 223800 7898332    0    0     0    43 1259 1822  1  1 98  0  0
 1  0      0 20095152 223848 7909208    0    0     0    87 1380 1983  1  1 98  0  0
 0  0      0 20092060 223916 7910088    0    0     0    99 1270 1725  1  1 99  0  0
 2  0      0 20099684 223988 7909800    0    0     0   114 1164 1648  1  1 99  0  0
 0  0      0 20095636 224052 7909588    0    0     0    80 1261 1662  1  0 98  0  0
 0  0      0 20104072 224092 7902628    0    0     0  1677 1188 1663  1  1 98  0  0
 0  0      0 20109872 224132 7902936    0    0     0    58 1168 1684  1  1 98  0  0
 0  0      0 20114056 224212 7906312    0    0     0   482 1212 1656  1  1 98  0  0
 0  0      0 20109000 224260 7902972    0    0     0  1296 1122 1626  1  1 99  0  0
 0  0      0 20102728 224308 7902588    0    0     0    80 1167 1626  1  1 99  0  0
 0  0      0 20098620 224388 7903232    0    0     0    83 1102 1607  1  1 99  0  0
 1  0      0 20096752 224428 7902984    0    0     0    78 1169 1618  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20101512 224508 7906088    0    0     0   114 1289 1813  1  1 98  0  0
 0  0      0 20113384 224556 7902808    0    0     0    79 1451 1902  1  1 98  0  0
 1  0      0 20106780 224628 7902320    0    0     0    94 1332 1745  1  1 99  0  0
 0  0      0 20089168 224692 7902972    0    0     0    99 1279 1801  1  1 98  0  0
 0  0      0 20047444 224748 7917404    0    0     0   135 1400 2143  1  1 98  0  0
 0  0      0 20092720 224788 7902968    0    0     0    99 1270 1733  1  1 99  0  0
 0  0      0 20082024 224852 7905632    0    0     0    61 1197 1677  1  1 98  0  0
 0  0      0 20080820 224924 7905896    0    0     0   118 1269 1749  1  1 98  0  0
 0  0      0 20103880 224972 7903320    0    0     0    75 1238 1756  1  1 98  0  0
 0  0      0 20105060 225044 7903060    0    0     0    78 1237 1785  1  1 98  0  0
 0  0      0 20098164 225084 7903072    0    0     0    69 1243 1678  1  1 99  0  0
 0  0      0 20090904 225148 7903152    0    0     0    82 1241 1728  1  1 99  0  0
 0  0      0 20087656 225188 7903224    0    0     0    71 1258 1685  1  1 99  0  0
 0  0      0 20077052 225252 7906320    0    0     0    72 1273 1728  1  1 99  0  0
 0  0      0 20082912 225316 7903128    0    0     0    83 1324 1768  1  1 98  0  0
 0  0      0 20098028 225364 7903460    0    0     0    75 1321 1803  1  1 98  0  0
 0  0      0 20097932 225420 7902888    0    0     0    93 1315 1754  1  1 99  0  0
 0  0      0 20085804 225484 7903408    0    0     0    65 1218 1629  1  0 99  0  0
 0  0      0 20094780 225532 7903168    0    0     0    88 1317 1719  1  1 99  0  0
 0  0      0 20092344 225604 7903064    0    0     0    77 1292 1733  1  1 99  0  0
 0  0      0 20082504 225724 7902800    0    0     0   113 1287 1755  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20102880 225940 7902748    0    0     0   218 1411 1900  1  1 98  0  0
 0  0      0 20085404 226076 7906460    0    0     0   169 1262 1798  1  1 98  0  0
 0  0      0 20094396 226228 7903416    0    0     0   153 1219 1841  1  1 98  0  0
 1  0      0 20055432 226388 7912060    0    0     0   166 1245 1919  1  1 98  0  0
 4  0      0 20092020 226468 7899556    0    0     0   157 1179 1831  1  1 99  0  0
 4  0      0 20090352 226508 7899380    0    0     0    78 1159 1732  1  1 99  0  0
 4  0      0 20091912 226564 7902468    0    0     0    93 1152 1743  1  1 99  0  0
 7  0      0 20097276 226652 7898752    0    0     0   104 1147 1706  1  1 99  0  0
 3  0      0 20096492 226692 7898860    0    0     0    63 1293 1808  1  1 98  0  0
 6  0      0 20108812 226740 7899376    0    0     0    78 1206 1655  1  1 98  0  0
 6  0      0 20105592 226788 7899672    0    0     0    80 1214 1684  1  1 98  0  0
 8  0      0 20105228 226844 7899456    0    0     0    93 1121 1585  1  1 99  0  0
 5  0      0 20087460 226916 7903064    0    0     0    78 1189 1729  1  1 98  0  0
 7  0      0 20088424 226980 7899744    0    0     0    91 1132 1586  1  1 99  0  0
 4  0      0 20091128 227052 7899744    0    0     0    94 1223 1751  1  1 98  0  0
 5  0      0 20094508 227100 7899560    0    0     0    73 1105 1567  1  1 99  0  0
 5  0      0 20117524 227140 7899124    0    0     0    63 1331 1887  1  1 98  0  0
