procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21183436 311000 6633228    0    0    22   148 3626 6755  5  1 94  0  0
 1  0      0 21241168 311128 6623216    0    0     0   166 3110 5396  4  1 95  0  0
 4  0      0 20977016 311212 6719076    0    0     0   118 7443 13040 13  2 85  0  0
 6  0      0 20955324 311448 6742008    0    0     6   721 13294 35452 23  5 73  0  0
 5  0      0 21017308 311592 6719404    0    0     0   298 12384 42283 21  9 70  0  0
 5  0      0 20980528 311652 6736028    0    0     0   220 12022 34113 21 10 69  0  0
 4  0      0 20984312 311704 6716560    0    0     0   478 12204 41291 22  9 69  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0      0 20934548 311780 6762444    0    0     0   223 14161 41498 25  6 69  0  0
 5  0      0 20695460 311864 6990048    0    0     1  1495 9763 29194 21  3 76  0  0
20  0      0 20770556 311992 6792960    0    0     1   216 9546 58480 24  2 74  0  0
11  0      0 20879204 312032 6767836    0    0     0  1447 10650 68128 22  2 76  0  0
 1  0      0 20960664 312132 6752884    0    0     0   195 8921 23183 15  2 83  0  0
 2  0      0 20934772 312180 6749076    0    0     0    90 5567 23698  9  1 90  0  0
 1  0      0 20941592 312232 6748008    0    0     0   130 4358 22764 10  1 89  0  0
 5  0      0 20708352 312576 6954068    0    0     1   389 7478 22961 10  1 88  0  0
 1  0      0 20802320 312668 6832036    0    0     0   307 7672 26783 11  2 87  0  0
 0  0      0 20945588 313048 6825712    0    0     3   500 3451 8889  4  1 95  0  0
 1  0      0 20737140 313848 6832816    0    0   201  1254 5281 16097  5  2 93  0  0
 1  0      0 20477772 314176 6900348    0    0    13  1021 4532 13851  4  2 94  0  0
 3  0      0 20377492 314524 6928444    0    0     4   937 6484 19252  7  2 91  0  0
 1  0      0 20519184 314620 6885284    0    0     0   239 3273 6838  3  1 96  0  0
 0  0      0 20255304 314764 6979128    0    0     1   491 5899 14670  6  2 93  0  0
 0  0      0 20275820 314904 7003612    0    0     0   653 4334 11434  4  2 94  0  0
 0  0      0 20220992 315104 7034224    0    0     0   769 4877 13787  5  2 93  0  0
 0  0      0 20318992 315172 6939432    0    0     0   213 1413 2234  1  1 98  0  0
 1  0      0 20376252 315288 6937044    0    0     2   224 2011 3256  2  1 97  0  0
 0  0      0 20160460 315556 6986884    0    0    10   542 2941 7966  2  1 97  0  0
 0  0      0 20223832 315732 6956520    0    0     0   202 1282 1862  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20388580 315776 6921084    0    0     0    98 1422 1609  1  1 99  0  0
 1  0      0 20392008 315848 6914932    0    0     0   108 1094 1377  1  1 99  0  0
 0  0      0 20385892 315880 6926056    0    0     0    56 1394 2278  1  1 98  0  0
 0  0      0 20468580 315928 6911536    0    0     0   178 1484 1758  1  1 99  0  0
 1  0      0 20458948 315960 6922568    0    0     1    53 1413 2579  1  1 98  0  0
 0  0      0 20496076 316024 6875180    0    0     0   103 1346 1698  1  1 99  0  0
 0  0      0 20403940 316088 6899520    0    0     0   145 1996 4827  1  1 98  0  0
 0  0      0 20282600 316336 6913796    0    0     0   439 2640 7030  2  1 97  0  0
 0  0      0 20396712 316400 6887532    0    0     0   200 2131 5041  2  1 97  0  0
 0  0      0 20247732 316744 6856584    0    0     9   404 3620 10700  3  1 95  0  0
 0  0      0 20516536 316800 6799428    0    0     0   318 2058 5097  2  1 97  0  0
 0  0      0 20141840 317252 6894780    0    0     4   858 4354 12320  4  2 94  0  0
 0  0      0 20118284 317456 6876044    0    0     0   498 3116 9357  3  1 96  0  0
 0  0      0 20272676 317660 6815600    0    0     0   342 2168 3654  2  1 97  0  0
 0  0      0 20324872 317740 6814296    0    0     0   270 3028 8593  2  1 96  0  0
 0  0      0 20345292 317864 6813312    0    0     0   309 1256 1788  1  1 99  0  0
 0  0      0 20379000 317912 6810648    0    0     0   207 1998 4940  1  1 97  0  0
 1  0      0 20397464 317964 6798016    0    0     0   103 1469 2216  1  1 98  0  0
 0  0      0 20619676 318052 6782212    0    0     0   182 1362 1419  1  1 99  0  0
 0  0      0 20622080 318092 6786604    0    0     0    73 1149 1439  1  1 99  0  0
 0  0      0 20626436 318136 6780272    0    0     0   100 1095 1371  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20629480 318216 6774272    0    0     0    92 1227 1474  1  1 99  0  0
 0  0      0 20630904 318268 6771928    0    0     0   122 1104 1334  1  1 99  0  0
 0  0      0 20626852 318328 6774356    0    0     0   125 1081 1375  1  1 99  0  0
 1  0      0 20526596 318416 6801728    0    0     0    99 1852 4354  1  1 98  0  0
 1  0      0 20348832 318608 6831284    0    0     0   512 3157 9449  3  1 96  0  0
 0  0      0 20379660 318720 7065336    0    0     0   317 1931 4611  2  1 97  0  0
 0  0      0 20398856 318864 7124540    0    0     0   256 3257 9487  3  2 95  0  0
 0  0      0 20518952 319212 6927620    0    0    17   526 7112 20376  5  2 92  1  0
 0  0      0 20417584 319340 7049420    0    0     0  1163 5071 12182  5  2 93  0  0
 0  0      0 20467660 319408 6974780    0    0     0   273 2379 5047  2  1 97  0  0
 0  0      0 20603168 319536 6906084    0    0     0   241 4120 12711  4  2 94  0  0
 0  0      0 21009864 319668 6781400    0    0     0   388 3260 9365  3  1 95  0  0
 1  0      0 21072684 319736 6738268    0    0     0   178 1469 2363  1  1 98  0  0
 0  0      0 21125260 319792 6730600    0    0     0    81 1153 1492  1  1 99  0  0
 0  0      0 21090848 319848 6741240    0    0     0   124 1149 1566  1  1 99  0  0
 0  0      0 21125136 319904 6727384    0    0     0   138 1080 1362  1  1 99  0  0
 0  0      0 21127572 319960 6723320    0    0     0    91 1051 1301  1  1 99  0  0
 0  0      0 21158012 320016 6702352    0    0     0    99 1209 1420  1  1 99  0  0
 0  0      0 21149332 320072 6720460    0    0     0    80 1071 1297  1  1 99  0  0
 1  0      0 21143604 320112 6718428    0    0     0    74 1102 1303  1  1 99  0  0
 0  0      0 21126508 320160 6716032    0    0     0   127 1165 1420  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21129720 320232 6728160    0    0     0    97 1238 1435  1  1 99  0  0
 0  0      0 21152512 320252 6712980    0    0     0    47 1115 1340  1  1 99  0  0
 0  0      0 21181580 320284 6679648    0    0     0    79 1137 1322  1  1 99  0  0
 0  0      0 21162952 320364 6680284    0    0     0    98 1135 1422  1  1 99  0  0
 0  0      0 21128536 320408 6710716    0    0     0    76 1100 1309  1  1 99  0  0
 0  0      0 21134352 320456 6711604    0    0     0    73 1076 1259  1  1 99  0  0
 0  0      0 21139456 320496 6708708    0    0     0    73 1139 1433  1  1 99  0  0
 0  0      0 21145312 320540 6704848    0    0     0    86 1165 1569  1  1 99  0  0
 0  0      0 21148300 320628 6704804    0    0     0    79 1102 1325  1  1 99  0  0
 0  0      0 21155556 320652 6704992    0    0     0    29 1143 1415  1  1 99  0  0
 0  0      0 21142452 320700 6704984    0    0     0    95 1186 1617  1  1 99  0  0
 0  0      0 21136592 320780 6705072    0    0     0    57 1166 1415  1  1 99  0  0
 1  0      0 21128100 320896 6701052    0    0     0   117 1265 1821  1  1 98  0  0
 0  0      0 21137564 320960 6713404    0    0     0   423 1442 1878  1  1 98  0  0
 0  0      0 21153360 321012 6700980    0    0     0  1018 1289 1600  1  1 99  0  0
 0  0      0 21135248 321068 6702396    0    0     0    76 1379 1658  1  1 99  0  0
 1  0      0 21113288 321132 6708572    0    0     0   147 1273 1761  1  1 99  0  0
 0  0      0 21156392 321196 6699140    0    0     0    85 1174 1472  1  1 99  0  0
 1  0      0 21153892 321228 6702240    0    0     0    39 1134 1407  1  1 99  0  0
 0  0      0 21148476 321304 6699168    0    0     0    93 1119 1387  1  1 99  0  0
 1  0      0 21186932 321356 6670440    0    0     0    47 1084 1312  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21176920 321400 6670440    0    0     0    74 1114 1346  1  1 99  0  0
 0  0      0 21173468 321464 6670324    0    0     0    49 1170 1427  1  1 99  0  0
 0  0      0 21167196 321508 6670548    0    0     0    94 1111 1351  1  1 99  0  0
 0  0      0 21175732 321572 6670492    0    0     0    71 1065 1322  1  1 99  0  0
 0  0      0 21182460 321604 6663156    0    0     0    25 1072 1380  1  1 99  0  0
 1  0      0 21150844 321640 6691700    0    0     0    61 1120 1372  1  1 99  0  0
 0  0      0 21157080 321708 6691188    0    0     0    54 1104 1387  1  1 99  0  0
 0  0      0 21148568 321748 6691064    0    0     0    81 1106 1361  1  1 99  0  0
 0  0      0 21151312 321796 6691328    0    0     0  1823 1106 1368  1  1 99  0  0
 0  0      0 21147104 321868 6691232    0    0     0    94 1148 1512  1  1 99  0  0
 0  0      0 21138428 321968 6689800    0    0     0   169 1643 2565  1  1 99  0  0
 1  0      0 21138128 322048 6689644    0    0     0   119 1211 1468  1  1 99  0  0
 0  0      0 21118156 322088 6701332    0    0     0    96 1208 1651  1  1 99  0  0
 0  0      0 21155848 322140 6685572    0    0     0   114 1150 1387  1  1 99  0  0
 0  0      0 21158716 322200 6688708    0    0     0    83 1107 1346  1  1 99  0  0
 0  0      0 21169428 322252 6685644    0    0     0    76 1104 1311  1  1 99  0  0
 0  0      0 21195052 322284 6656980    0    0     0    77 1069 1275  1  1 99  0  0
 2  0      0 21192052 322344 6656704    0    0     0   100 1176 1417  1  1 99  0  0
 0  0      0 21185472 322392 6656748    0    0     0  1822 1081 1342  1  1 99  0  0
 0  0      0 21173860 322440 6656704    0    0     0    79 1078 1322  1  1 99  0  0
 0  0      0 21174600 322476 6656780    0    0     0    59 1112 1290  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21154920 322516 6685692    0    0     0    75 1124 1420  1  1 99  0  0
 0  0      0 21161944 322572 6685476    0    0     0    78 1160 1422  1  1 99  0  0
 0  0      0 21154908 322628 6688076    0    0     0    95 1090 1370  1  1 99  0  0
 0  0      0 21154708 322672 6685664    0    0     0    90 1111 1290  1  1 99  0  0
 0  0      0 21140800 322716 6691216    0    0     0    72 1051 1298  1  1 99  0  0
 1  0      0 21137816 322772 6687704    0    0     0    73 1089 1346  1  1 99  0  0
 0  0      0 21142832 322804 6688648    0    0     0    80 1099 1356  1  1 99  0  0
 4  0      0 21132900 322916 6688152    0    0     0   123 1066 1322  1  1 99  0  0
 0  0      0 21144904 322944 6687696    0    0     0    74 1230 1646  1  1 98  0  0
 0  0      0 21135528 323016 6691208    0    0     0   108 1122 1429  1  1 99  0  0
 0  0      0 21167608 323072 6658904    0    0     0    91 1140 1395  1  1 99  0  0
 0  0      0 21088248 323292 6668824    0    0     0   468 1497 2764  1  1 98  0  0
 0  0      0 21090832 323356 6668448    0    0     0   124 1199 1818  1  1 99  0  0
 0  0      0 21107896 323432 6667252    0    0     0   144 1244 1993  1  1 99  0  0
 0  0      0 21149112 323484 6658264    0    0     0   120 1176 1358  1  1 99  0  0
 0  0      0 21147856 323524 6658624    0    0     0    60 1050 1284  1  1 99  0  0
 0  0      0 21151872 323552 6661412    0    0     0    59 1124 1397  1  1 99  0  0
 0  0      0 21158884 323632 6660628    0    0     0   108 1135 1636  1  1 99  0  0
 2  0      0 21140072 323668 6688956    0    0     0    77 1067 1305  1  1 99  0  0
 0  0      0 21139176 323732 6689336    0    0     0    83 1074 1298  1  1 99  0  0
 0  0      0 21135956 323768 6689416    0    0     0    77 1082 1278  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 21131544 323828 6688904    0    0     0   124 1209 1471  1  1 99  0  0
 0  0      0 21120964 323864 6685572    0    0     0    62 1060 1259  1  1 99  0  0
 0  0      0 21156264 323916 6660204    0    0     0    72 1137 1323  1  1 99  0  0
 1  0      0 20915160 323988 6798288    0    0     0   153 2381 6004  3  1 96  0  0
 3  0      0 20946788 324044 6738668    0    0     0   123 5502 4587 10  2 88  0  0
 2  0      0 21011460 324112 6732860    0    0     0   155 5180 7642 10  4 86  0  0
 3  0      0 21976892 324268 6566860    0    0     6  1366 6214 7982 10  7 82  0  0
 4  0      0 21734816 324336 6661384    0    0    13   284 7237 17864 11  5 84  0  0
 3  0      0 21568424 324372 6825888    0    0     0  1862 6587 8639 12  2 86  0  0
 3  0      0 21778200 324464 6622280    0    0     0   147 8718 78021 14  2 84  0  0
 3  0      0 21751020 324516 6698604    0    0     0  2015 8269 34915  8  2 90  0  0
 0  0      0 21888944 324600 6633236    0    0     0   183 2386 4197  3  1 96  0  0
 0  0      0 21895864 324628 6650972    0    0     0    67 1668 3429  1  1 98  0  0
 0  0      0 21911284 324668 6641824    0    0     0    83 1260 2174  1  1 99  0  0
 1  0      0 21888904 324692 6673712    0    0     0    81 1386 2955  1  1 98  0  0
 0  0      0 21817828 324740 6717848    0    0     0    75 2330 6324  2  1 97  0  0
 1  0      0 21831812 324784 6696572    0    0     0    50 1751 4018  1  1 98  0  0
 0  0      0 21900008 324804 6621856    0    0     0    74 1846 4736  1  1 98  0  0
 0  0      0 21896932 324832 6620536    0    0     0    16 1115 1436  0  1 99  0  0
 1  0      0 21875212 324848 6661380    0    0     0    35 2004 5110  1  1 97  0  0
 0  0      0 21815804 324888 6708868    0    0     0    72 2636 7280  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21886792 324920 6630796    0    0     0    44 2468 6708  2  1 97  0  0
 0  0      0 21903208 324972 6620296    0    0     0   121 1736 3553  1  1 98  0  0
 0  0      0 21869292 324988 6665768    0    0     0    74 2020 4839  1  1 98  0  0
 0  0      0 21866340 325016 6666932    0    0     0    63 1673 3656  1  1 98  0  0
 0  0      0 21847888 325060 6683488    0    0     0    73 1238 2200  1  1 99  0  0
 0  0      0 21883744 325092 6624824    0    0     0   102 1879 4724  1  1 98  0  0
 0  0      0 21887540 325148 6620556    0    0     0    81 1270 2245  1  1 99  0  0
 1  0      0 21885676 325172 6633684    0    0     0    64 1433 2594  1  1 98  0  0
 0  0      0 21852116 325212 6668432    0    0     0    74 2001 5072  1  1 97  0  0
 0  0      0 21780412 325272 6695884    0    0     0   121 2715 7696  2  1 97  0  0
 0  0      0 21914048 325320 6604460    0    0     0   154 1954 4348  1  1 98  0  0
 0  0      0 21906228 325352 6618764    0    0     0    79 1530 3141  1  1 98  0  0
 0  0      0 21878776 325384 6647988    0    0     0    69 1572 3439  1  1 98  0  0
 0  0      0 21849476 325416 6659240    0    0     0    63 1375 2712  1  1 98  0  0
 1  0      0 21840044 325460 6681848    0    0     0    64 1216 2216  1  1 99  0  0
 0  0      0 21839820 325500 6669260    0    0     0    70 1751 4438  1  1 98  0  0
 0  0      0 21802240 325548 6679564    0    0     0   108 2318 6487  2  1 97  0  0
 2  0      0 21894232 325580 6597732    0    0     0    51 1520 3133  1  1 98  0  0
 0  0      0 21878076 325624 6626508    0    0     0    82 1765 3629  1  1 98  0  0
 0  0      0 21845748 325656 6652668    0    0     0    48 1685 3961  1  1 98  0  0
 0  0      0 21829660 325688 6681140    0    0     0    74 1886 4760  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 21836632 325704 6664428    0    0     0    26 1701 4322  1  1 98  0  0
 0  0      0 21902648 325748 6584064    0    0     0    74 2153 5787  2  1 97  0  0
 1  0      0 21900388 325772 6582072    0    0     0    20 1559 3370  1  1 98  0  0
 0  0      0 21906960 325816 6598668    0    0     0    57 1552 3075  1  1 98  0  0
 0  0      0 21890760 325832 6606456    0    0     0    49 1071 1368  0  1 99  0  0
 0  0      0 21909500 325880 6591288    0    0     0    76 1322 2352  1  1 98  0  0
 0  0      0 21879116 325932 6619628    0    0     0    71 1660 3722  1  1 98  0  0
 0  0      0 21858828 325968 6652108    0    0     0    84 2477 6500  2  1 97  0  0
 0  0      0 21883612 325996 6599216    0    0     0   131 1711 3806  1  1 98  0  0
 0  0      0 21923744 326052 6598136    0    0     0    61 1794 4224  1  1 98  0  0
 0  0      0 21905160 326084 6625620    0    0     0    23 2191 5661  1  1 98  0  0
 0  0      0 21876588 326132 6651848    0    0     0    71 1428 2683  1  1 98  0  0
 0  0      0 21896380 326192 6634236    0    0     0    43 1686 4045  1  1 98  0  0
 0  0      0 21879292 326224 6641096    0    0     0    38 1205 2079  1  1 99  0  0
 2  0      0 21872224 326256 6627196    0    0     0    67 2128 5400  2  1 97  0  0
 0  0      0 21936756 326296 6572036    0    0     0    79 1558 2909  1  1 98  0  0
 0  0      0 21848292 326324 6630264    0    0     0    28 2363 6390  2  1 97  0  0
 1  0      0 21786036 326340 6647420    0    0     0    82 3306 10583  3  2 95  0  0
 2  0      0 21796132 326380 6636528    0    0     0    86 3642 10910  4  2 95  0  0
 0  0      0 21843304 326428 6600300    0    0     0    26 3200 9419  3  1 96  0  0
 0  0      0 21825868 326468 6607548    0    0     0    61 3152 9269  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 21833384 326516 6604576    0    0     0    66 3087 8961  2  1 96  0  0
 0  0      0 21835696 326528 6600496    0    0     0    17 3011 8934  2  1 96  0  0
 0  0      0 21854600 326568 6592800    0    0     0    20 3105 9052  2  1 96  0  0
 0  0      0 21830276 326608 6601136    0    0     0    45 3069 9065  2  1 96  0  0
 0  0      0 21830232 326648 6598928    0    0     0    18 3125 9055  3  1 96  0  0
 4  0      0 21839416 326720 6592452    0    0     0    77 3117 9048  3  1 96  0  0
 2  0      0 21867544 326752 6565528    0    0     0    21 3119 9001  2  1 96  0  0
 8  0      0 21826824 326792 6576552    0    0     0    79 3478 10605  3  2 95  0  0
 4  0      0 21839640 326860 6583940    0    0     0    69 3597 11007  3  2 95  0  0
 7  0      0 21847796 326900 6559808    0    0     0    67 3075 9907  3  1 95  0  0
 4  0      0 21865320 326940 6575492    0    0     0    45 4122 11674  4  2 95  0  0
 8  0      0 21875840 326980 6572684    0    0     0    67 3172 9238  3  1 96  0  0
 4  0      0 21868304 327000 6569832    0    0     0    45 2887 8557  2  1 96  0  0
 8  0      0 21807328 327064 6558448    0    0     0    43 3481 9911  3  1 95  0  0
 6  0      0 21821464 327104 6558820    0    0     0    64 2951 8625  2  1 96  0  0
 4  0      0 21834528 327140 6585776    0    0     0   119 3445 10524  3  2 95  0  0
 6  0      0 21870816 327152 6556920    0    0     0    46 2970 8709  2  1 96  0  0
 1  0      0 21919584 327180 6524872    0    0     0    73 2952 8678  3  1 96  0  0
 5  0      0 21894260 327220 6553420    0    0     0    53 2976 8677  3  1 96  0  0
 4  0      0 21878820 327252 6566568    0    0     0    36 3169 10151  3  1 96  0  0
 4  0      0 21876116 327292 6567284    0    0     0    73 3208 10790  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 21911788 327340 6523476    0    0     0    58 3123 9365  3  1 96  0  0
 5  0      0 21907568 327364 6521280    0    0     0  1697 3040 8628  2  1 96  0  0
 2  0      0 21912528 327404 6520804    0    0     0    42 2957 8630  2  1 96  0  0
 3  0      0 21894676 327436 6549176    0    0     0    97 3029 8754  2  1 96  0  0
 3  0      0 21867728 327484 6566432    0    0     0    77 3270 9713  3  1 96  0  0
 3  0      0 21882504 327524 6549528    0    0     0    71 3080 8856  3  1 96  0  0
 3  0      0 21850676 327548 6558404    0    0     0    71 2975 8804  2  1 96  0  0
 2  0      0 21882752 327616 6551656    0    0     0   121 3014 8661  3  1 96  0  0
 2  0      0 21865628 327636 6561152    0    0     0    42 3029 8621  2  1 96  0  0
 2  0      0 21880080 327692 6548080    0    0     0    66 2923 8558  3  1 96  0  0
 2  0      0 21880128 327724 6549604    0    0     0    26 2995 8625  2  1 96  0  0
 3  0      0 21916236 327760 6520428    0    0     0    46 2972 8595  2  1 96  0  0
 2  0      0 21876468 327808 6549232    0    0     0    30 2948 8624  2  1 96  0  0
 3  0      0 21901900 327840 6520384    0    0     0    44 2925 8562  2  1 96  0  0
 3  0      0 21899636 327860 6523084    0    0     0    30 2964 8617  2  1 96  0  0
 3  0      0 21873036 327896 6550556    0    0     0    42 3014 8629  2  1 96  0  0
 2  0      0 21868220 327928 6549096    0    0     0    13 2939 8594  2  1 96  0  0
 3  0      0 21889888 327984 6520452    0    0     0    37 2949 8647  2  1 96  0  0
 1  0      0 21859652 328012 6551688    0    0     0    50 2964 8625  2  1 96  0  0
 4  0      0 21813044 328084 6554672    0    0   182   463 3045 8804  3  1 96  0  0
 3  0      0 21809172 328148 6554608    0    0     0    74 2962 8673  2  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 21831792 328204 6528428    0    0     0    76 2955 8596  2  1 96  0  0
 2  0      0 21835180 328224 6522544    0    0     0    51 2970 8639  2  1 96  0  0
 2  0      0 21813796 328268 6553152    0    0     0    56 3114 8830  3  1 96  0  0
 4  0      0 21800204 328308 6561264    0    0     0    54 2914 8556  2  1 96  0  0
 2  0      0 21842564 328344 6522608    0    0     0    57 2996 8674  3  1 96  0  0
 2  0      0 21803660 328392 6538792    0    0     0   106 3038 8989  3  1 96  0  0
 2  0      0 21842712 328436 6524112    0    0     0   119 3033 8739  3  1 96  0  0
 2  0      0 21804656 328460 6580344    0    0     0    55 3436 10354  3  2 95  0  0
 1  0      0 21811152 328496 6577388    0    0     0    45 3223 9593  3  1 96  0  0
 1  0      0 21930492 328532 6526884    0    0     0    62 3150 9193  3  1 96  0  0
 0  0      0 21887100 328580 6557392    0    0     0    70 2977 8763  3  1 96  0  0
 1  0      0 21871716 328612 6554476    0    0     0    63 2987 8678  2  1 96  0  0
 1  0      0 21867800 328656 6552964    0    0     0    49 3046 8656  2  1 96  0  0
 2  0      0 21870848 328672 6556792    0    0     0    58 2976 8624  2  1 96  0  0
 2  0      0 21848380 328708 6582572    0    0     0    69 3349 10122  3  1 96  0  0
 1  0      0 21843928 328764 6574988    0    0     0    94 3439 10218  3  2 95  0  0
 2  0      0 21838132 328812 6571860    0    0     0    71 3327 10010  3  2 95  0  0
 2  0      0 21825888 328836 6584696    0    0     0    50 3677 11624  3  2 95  0  0
 1  0      0 21818884 328876 6592888    0    0     0    56 3657 11786  4  2 95  0  0
 3  0      0 21809580 328896 6600180    0    0     0    20 3426 10299  3  2 95  0  0
 3  0      0 21840124 328952 6577400    0    0     0    67 3018 8739  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 21837480 328992 6562148    0    0     0    74 2966 8720  3  1 96  0  0
 3  0      0 21843676 329024 6557896    0    0     0    63 3114 8840  3  1 96  0  0
 2  0      0 21844764 329088 6555548    0    0     0    71 3001 8658  2  1 96  0  0
 4  0      0 21843236 329116 6555048    0    0     0    45 2969 8632  2  1 96  0  0
 2  0      0 21831516 329160 6562592    0    0     0   102 3265 9116  3  1 96  0  0
 1  0      0 21887048 329216 6524796    0    0     0   105 3029 8660  2  1 96  0  0
 0  0      0 21874196 329252 6574744    0    0     6   126 4534 11704  4  2 94  0  0
 1  0      0 21737260 329488 6617656    0    0    17   681 3573 10816  3  1 95  0  0
 0  0      0 21729984 329540 6628960    0    0     0   178 2474 6547  2  1 97  0  0
 1  0      0 21718552 329596 6642156    0    0     0   207 2908 8511  3  1 96  0  0
 0  0      0 21711916 329728 6604064    0    0     0   382 3503 11502  3  1 95  0  0
