procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 21712452 329920 6586232    0    0     0   351 4067 13791  4  2 95  0  0
 0  0      0 21805304 329952 6589772    0    0     0   144 1537 2426  1  1 98  0  0
 1  0      0 21736376 330048 6573688    0    0     0   334 2238 6593  2  1 97  0  0
 0  0      0 21750632 330140 6571260    0    0     0   230 1686 3524  1  1 98  0  0
 0  0      0 21719156 330280 6576372    0    0     0   153 2324 6461  2  1 97  0  0
 3  0      0 21889272 330336 6541740    0    0     0   327 1544 2447  1  1 98  0  0
 1  0      0 21898744 330376 6542064    0    0     0   143 1172 1613  1  1 99  0  0
 0  0      0 21970260 330420 6572856    0    0     0   100 3457 8640  3  1 96  0  0
 1  0      0 21766448 330632 6615692    0    0     5   430 4811 18480  4  2 94  0  0
 1  0      0 21712404 330824 6578696    0    0     0   393 4158 16392  4  2 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21719812 330948 6573336    0    0     0   482 3632 12721  3  2 95  0  0
 0  0      0 21686280 331064 6588604    0    0    13   334 3858 13766  4  1 95  0  0
 3  0      0 21637692 331244 6643056    0    0     9   327 5289 20111  5  2 93  0  0
 0  0      0 21704716 331468 6546232    0    0     0   472 3932 13366  3  2 95  0  0
 0  0      0 21661664 331612 6604936    0    0     4   373 3454 12393  3  1 95  0  0
 1  0      0 21780636 331840 6598620    0    0     0   429 4115 14511  4  2 95  0  0
 0  0      0 21645848 332032 6621232    0    0     0   436 5649 23312  6  2 92  0  0
 0  0      0 21800840 332076 6568200    0    0     0   137 2778 8603  2  1 97  0  0
 1  0      0 21700712 332232 6584336    0    0     1   366 3384 12174  3  2 95  0  0
 0  0      0 21629312 332472 6626976    0    0     0   579 5437 22289  5  2 93  0  0
 0  0      0 21647112 332720 6609664    0    0     9   428 4655 17521  5  2 94  0  0
 2  0      0 21766080 332776 6575420    0    0     0   247 3927 11733  3  2 95  0  0
 0  0      0 21664288 333012 6623724    0    0     0   426 6136 25231  6  2 92  0  0
 0  0      0 21621144 333136 6627572    0    0     1   367 4677 18051  4  2 94  0  0
 2  0      0 21776724 333236 6581480    0    0     0   313 2169 5371  2  1 97  0  0
 0  0      0 21872864 333268 6540200    0    0     0   117 2038 5013  1  1 98  0  0
 2  0      0 21893800 333300 6558264    0    0     0    96 1700 4351  1  1 98  0  0
 0  0      0 21708636 333416 6595360    0    0     0   273 3703 13976  3  2 95  0  0
 0  0      0 21765952 333496 6539912    0    0     0   204 1418 2978  1  1 98  0  0
 2  0      0 21753832 333536 6552472    0    0     0   118 2167 5994  2  1 97  0  0
 1  0      0 21751036 333680 6609576    0    0    28   423 5172 18326  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21763636 333732 6598980    0    0     0   113 3947 11880  3  2 95  0  0
 3  0      0 21374972 336200 6611120    0    0   278   480 5430 17720  5  2 93  0  0
 1  0      0 20667608 336940 6829328    0    0    37  1338 5815 19161  6  2 92  0  0
 0  0      0 21011964 337064 6769460    0    0    25   492 2555 6158  2  1 97  0  0
 0  0      0 21114832 337160 6764344    0    0    35   287 2603 4516  2  1 97  0  0
 0  0      0 21078496 337356 6791296    0    0    26   355 3160 8886  3  1 96  0  0
 0  0      0 21119508 337420 6770596    0    0     5   273 1467 2358  1  1 98  0  0
 0  0      0 21128644 337472 6777824    0    0     0   263 1300 1729  1  1 98  0  0
 0  0      0 21168752 337540 6730328    0    0     9   154 2118 5012  2  1 97  0  0
 0  0      0 21168092 337756 6717132    0    0     0   271 2623 6983  2  1 97  0  0
 1  0      0 21146760 337840 6727672    0    0    32   267 2109 4653  2  1 97  0  0
 0  0      0 21113112 338084 6744536    0    0    10   350 1867 3892  2  1 97  0  0
 2  0      0 21091624 338148 6727688    0    0    27   147 3780 10751  4  1 95  0  0
 2  0      0 21161828 338216 6713108    0    0     0   110 3491 9246  3  1 95  0  0
 1  0      0 21128836 338296 6717592    0    0     2   580 3853 11209  4  1 95  0  0
 1  0      0 21172400 338404 6682384    0    0     0  1346 4143 14213  4  1 95  0  0
 0  0      0 21139324 338592 6711232    0    0    11   351 4624 12516  4  1 95  0  0
 2  0      0 21096228 338696 6762512    0    0     0   169 4218 12333  4  1 95  0  0
 0  0      0 21165152 338740 6681844    0    0     0   150 2525 4606  2  1 97  0  0
 0  0      0 21129768 338808 6713428    0    0     0   113 2008 4941  2  1 97  0  0
 1  0      0 20879568 339188 6783224    0    0    25   494 4347 11397  5  1 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 20786324 339384 6739164    0    0     1   641 8992 33842 10  2 88  0  0
 3  0      0 20783396 339448 6713592    0    0     0  1352 8647 34512  9  2 90  0  0
 1  0      0 20822048 339520 6700372    0    0     0   182 8501 33398  9  2 89  0  0
 3  0      0 20817580 339572 6693812    0    0     0   136 8565 33746 10  2 88  0  0
 3  0      0 20801452 339636 6709340    0    0     0   119 8612 33997  9  2 89  0  0
 2  0      0 20806080 339688 6711364    0    0     0    87 8506 33974  9  2 89  0  0
 1  0      0 20809308 339744 6678604    0    0     0   101 8468 33950  9  2 89  0  0
 2  0      0 20749724 339792 6709788    0    0     0   115 8595 33681  9  2 89  0  0
 1  0      0 20761260 339856 6681164    0    0     0   105 8526 33826  9  2 89  0  0
 2  0      0 20707836 339984 6714624    0    0     0   154 8488 34367  9  2 89  0  0
 0  0      0 20726604 340040 6709912    0    0     0    90 8562 34561  9  2 89  0  0
 1  0      0 20711472 340080 6713260    0    0     0   105 8568 34316  9  2 89  0  0
 1  0      0 20673288 340140 6707948    0    0     0   122 8550 33745  9  2 89  0  0
 1  0      0 20667016 340188 6713256    0    0     0    83 8401 33938  9  2 89  0  0
 2  0      0 20703804 340256 6679228    0    0     0    93 8534 34212  9  2 89  0  0
 0  0      0 20670036 340288 6707928    0    0     0   111 8590 34137  9  2 89  0  0
 2  0      0 20677752 340380 6708404    0    0     0    94 8476 32741  9  2 89  0  0
 0  0      0 20664680 340460 6710500    0    0     0  1765 8503 34495  9  2 89  0  0
 1  0      0 20638724 340508 6710456    0    0     0    88 8460 33525  9  2 89  0  0
 1  0      0 20631428 340584 6708300    0    0     0   137 8553 34399  9  2 89  0  0
 4  0      0 20666888 340656 6675576    0    0     0   108 8533 33724  9  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20622352 340712 6683452    0    0     0   184 8634 35093  9  2 89  0  0
 2  0      0 20646644 340768 6701940    0    0     0   127 8395 33318  9  2 89  0  0
 2  0      0 20661124 340836 6702588    0    0     0    99 8679 33622  9  2 89  0  0
 1  0      0 20658596 340876 6700432    0    0     0    85 8330 33449  9  2 89  0  0
 1  0      0 20654568 340936 6700452    0    0     0   132 8465 33360  9  2 89  0  0
 1  0      0 20652836 340988 6700456    0    0     0    79 8499 34189  8  2 90  0  0
 3  0      0 20639408 341040 6704560    0    0     0   103 8281 32403  8  2 90  0  0
 1  0      0 20644820 341088 6702392    0    0     0    94 8555 34150  9  2 89  0  0
 2  0      0 20630048 341136 6703492    0    0     0    81 8459 33481  9  2 89  0  0
 1  0      0 20595452 341184 6700728    0    0     0   101 8610 33926  9  2 89  0  0
 1  0      0 20623008 341236 6671936    0    0     0   101 8458 33495  9  2 89  0  0
 1  0      0 20590576 341272 6679664    0    0     0    88 8285 32680  9  2 89  0  0
 1  0      0 20608212 341344 6676088    0    0     0   131 8464 33580  9  2 89  0  0
19  0      0 20571576 341388 6706888    0    0     0    93 8370 33266  9  2 89  0  0
12  0      0 20567520 341440 6707416    0    0     0   103 8513 32522 10  2 88  0  0
 1  0      0 20585828 341548 6739928    0    0     2   199 9131 34085 10  2 88  0  0
 2  0      0 20637188 341668 6680772    0    0     0   243 9336 38024 13  2 85  0  0
 2  0      0 20673644 341732 6675608    0    0     0   144 9120 37999 12  2 85  0  0
 0  0      0 20654392 341800 6675144    0    0     0   128 8833 37259 12  2 86  0  0
 1  0      0 20665692 341836 6673584    0    0     0   104 8940 38220 12  2 86  0  0
 2  0      0 20630024 341916 6680808    0    0     0   199 9131 38869 12  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20634268 341952 6676336    0    0     0   101 8922 38138 11  2 87  0  0
 1  0      0 20618524 342016 6674532    0    0     0   123 9007 38112 11  2 87  0  0
 0  0      0 20646204 342048 6669740    0    0     0   100 8980 38937 11  2 87  0  0
 3  0      0 20608536 342160 6675708    0    0     0   126 8917 38642 12  2 86  0  0
 1  0      0 20614612 342212 6669980    0    0     0    96 9100 39167 12  2 86  0  0
 2  0      0 20624140 342284 6670324    0    0     0   114 8943 38251 12  2 86  0  0
 3  0      0 20643872 342320 6640864    0    0     0    89 8974 38468 11  2 87  0  0
 1  0      0 20610488 342372 6671532    0    0     0   119 8992 38514 11  2 87  0  0
 2  0      0 20613980 342424 6675676    0    0     0   101 9041 38252 12  2 86  0  0
 2  0      0 20649808 342480 6641316    0    0     0   130 8940 38492 12  2 86  0  0
 3  0      0 20599772 342520 6672048    0    0     0    95 9033 38265 12  2 86  0  0
 1  0      0 20603288 342564 6670052    0    0     0    89 8906 38475 11  2 87  0  0
 3  0      0 20587252 342628 6669932    0    0     0    91 8956 37983 12  2 86  0  0
 1  0      0 20571324 342676 6671996    0    0     0   108 8862 37621 12  2 86  0  0
 1  0      0 20564324 342712 6672724    0    0     0    85 8863 37580 12  2 86  0  0
 1  0      0 20557012 342808 6668360    0    0     0   153 8926 38148 11  2 86  0  0
 3  0      0 20548364 342868 6673008    0    0     0   104 9029 38459 11  2 86  0  0
 1  0      0 20569016 342916 6643728    0    0     0   116 8947 38556 11  2 87  0  0
 2  0      0 20542728 342968 6666480    0    0     0   114 8909 37874 11  2 86  0  0
 3  0      0 20487772 343044 6675652    0    0     0   145 8967 38209 11  2 86  0  0
 0  0      0 20529716 343108 6666456    0    0     0   150 8918 38514 11  2 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20513548 343156 6668532    0    0     0   120 9067 38787 12  2 86  0  0
 3  0      0 20518700 343212 6666400    0    0     0   100 8977 38277 12  2 86  0  0
 3  0      0 20536676 343260 6637644    0    0     0   111 8848 38088 11  2 87  0  0
 1  0      0 20508896 343308 6666564    0    0     0   109 9050 39201 12  2 86  0  0
 1  0      0 20521240 343352 6666652    0    0     0    71 8790 37883 11  2 87  0  0
 3  0      0 20475372 343408 6666468    0    0     0    98 8807 37239 12  2 86  0  0
24  0      0 20362388 343452 6693140    0    0     1   101 8408 34028 12  2 86  0  0
 0  0      0 20652484 343696 6696300    0    0    14   145 4018 9481  4  1 95  0  0
 1  0      0 20521548 344028 6772608    0    0     0   250 5721 18638  6  1 92  0  0
 3  0      0 20583840 344208 6744284    0    0     0   221 8074 28706  7  2 91  0  0
 0  0      0 20580736 344268 6733356    0    0     0   136 8172 29723  7  2 92  0  0
 2  0      0 20596148 344300 6725936    0    0     0    85 8120 29915  7  2 91  0  0
 1  0      0 20581868 344336 6708432    0    0     0   127 8053 29681  7  2 91  0  0
 2  0      0 20605968 344388 6704108    0    0     0    74 8055 29850  7  2 91  0  0
 2  0      0 20644016 344460 6677848    0    0     0   116 7999 28790  7  2 91  0  0
 3  0      0 20635084 344500 6679112    0    0     0    82 8226 30235  7  2 91  0  0
 0  0      0 20621308 344588 6676784    0    0     0   140 8014 28821  7  2 91  0  0
 3  0      0 20581112 344636 6708532    0    0     0    76 8084 28931  7  2 91  0  0
 1  0      0 20545696 344744 6717096    0    0     0   191 8244 29829  7  2 91  0  0
 1  0      0 20552444 344804 6733436    0    0     0   146 8022 28645  7  2 91  0  0
 2  0      0 20421332 344924 6756952    0    0     8   366 8957 32224 10  2 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 20491056 345136 6724040    0    0     0   237 7380 31904 10  2 87  0  0
 1  0      0 20844628 345216 6720912    0    0     0   136 7818 33696 12  2 86  0  0
 1  0      0 20831056 345256 6715532    0    0     0    55 7124 32014  9  2 88  0  0
 1  0      0 20829616 345304 6725296    0    0     0   109 7317 31577  9  2 88  0  0
 0  0      0 20834724 345352 6722584    0    0     0    99 7436 32615 10  2 88  0  0
 4  0      0 20825120 345408 6726800    0    0     0   122 7124 31593  9  2 88  0  0
 3  0      0 20833888 345436 6717808    0    0     0    60 7739 32478 10  2 88  0  0
 9  0      0 20817124 345508 6723312    0    0     0   119 7101 31287  9  2 89  0  0
 2  0      0 20830052 345556 6715912    0    0     0    90 7525 32964  9  2 89  0  0
 1  0      0 20799716 345680 6726164    0    0     0   151 7068 31150  9  2 89  0  0
 2  0      0 20836276 345704 6722672    0    0     0    52 7699 32831 10  2 88  0  0
 2  0      0 20837812 345760 6724708    0    0     0   121 7209 30989  9  2 89  0  0
 1  0      0 20853240 345824 6718676    0    0     0   105 7974 33299 10  2 88  0  0
 2  0      0 20814280 345896 6740620    0    0     0   130 7534 33485  9  2 89  0  0
 2  0      0 20823356 345928 6720520    0    0     0    80 7665 33541 10  2 88  0  0
 4  0      0 20808196 345984 6726888    0    0     0   113 7058 30766  9  2 89  0  0
 1  0      0 20790700 346012 6728592    0    0     0    80 7878 34250  9  2 89  0  0
 4  0      0 20771956 346100 6732368    0    0     0   170 6832 30250 10  2 88  0  0
 0  0      0 20882408 346152 6639280    0    0     0   152 4015 15916  4  1 94  0  0
 0  0      0 20960052 346216 6642100    0    0     0   139 1258 1721  1  1 99  0  0
 0  0      0 21010788 346236 6615244    0    0     0    94 1228 1543  1  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 21023912 346348 6584592    0    0     0   113 1137 1479  1  1 99  0  0
 0  0      0 21040676 346404 6587108    0    0     0   118 1191 1583  1  1 99  0  0
 1  0      0 21042276 346444 6585316    0    0     0   103 1358 1754  1  1 98  0  0
 3  0      0 20897268 346508 6658040    0    0     0    77 1736 6844  2  1 98  0  0
 4  0      0 20849624 346568 6664896    0    0     0   128 6913 32507 12  2 86  0  0
 2  0      0 20849724 346604 6673376    0    0     0    94 7839 34892 11  2 87  0  0
 1  0      0 20882104 346676 6633388    0    0     0    96 7003 30472 11  2 86  0  0
 0  0      0 20831360 346716 6668544    0    0     0  1704 7962 35910 13  2 85  0  0
12  0      0 20844860 346776 6650684    0    0     0   105 6984 31042 13  2 85  0  0
 0  0      0 20838228 346824 6646600    0    0     0   116 4013 15176  5  1 94  0  0
 1  0      0 20782576 346868 6691016    0    0     0   126 4201 18600  6  1 92  0  0
 1  0      0 20810664 346904 6663692    0    0     0   106 7316 33750 12  2 86  0  0
 1  0      0 20806048 346948 6672076    0    0     0   110 7754 31662 11  2 87  0  0
 2  0      0 20775904 347048 6674300    0    0     0   137 7555 32983 11  2 87  0  0
 1  0      0 20805328 347140 6640740    0    0     0   110 7066 32188 10  2 87  0  0
 2  0      0 20768776 347188 6666652    0    0     0   108 7746 33367 11  2 86  0  0
 2  0      0 20673176 347252 6715288    0    0     0   208 7339 33285 13  2 85  0  0
 3  0      0 20704508 347320 6698436    0    0     0   167 7984 36245 12  2 85  0  0
 1  0      0 20716732 347360 6692988    0    0     0   148 7066 32852 12  2 86  0  0
 3  0      0 20698536 347400 6699344    0    0     0    65 7824 36156 12  2 86  0  0
 4  0      0 20691688 347516 6704592    0    0     0   138 7034 32207 11  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 20732608 347556 6669960    0    0     0   111 7747 35252 12  2 86  0  0
 1  0      0 20644148 347664 6697976    0    0     0   171 7706 33165 13  2 85  0  0
 2  0      0 20649860 347712 6700240    0    0     0   128 7902 35516 12  2 86  0  0
 2  0      0 20716420 347764 6676996    0    0     0   125 6834 30184 10  2 88  0  0
 0  0      0 20697468 347816 6694228    0    0     0    95 7932 35255 11  2 87  0  0
 0  0      0 20728312 347888 6676920    0    0     0   117 6954 31391 11  2 87  0  0
 3  0      0 20711976 347956 6692652    0    0     0   134 7631 34091 11  2 87  0  0
 1  0      0 20707584 347988 6682144    0    0     0    79 6862 30804 10  2 88  0  0
 3  0      0 20719140 348020 6685624    0    0     0   103 7709 34167 10  2 88  0  0
 1  0      0 20710384 348052 6686096    0    0     0  1693 6960 30371  9  2 89  0  0
 0  0      0 20710992 348088 6686012    0    0     0    88 7517 32311 10  2 88  0  0
 1  0      0 20716780 348164 6682356    0    0     0   144 6992 30258  9  2 89  0  0
 2  0      0 20761028 348176 6659568    0    0     0    40 7658 33899  9  2 88  0  0
 2  0      0 20725304 348296 6677208    0    0     0   197 7152 31370  9  2 89  0  0
 1  0      0 20717660 348348 6693372    0    0     0    91 7638 33043 10  2 88  0  0
 1  0      0 20671008 348432 6703576    0    0     0   170 7107 31056  9  2 88  0  0
 1  0      0 20689188 348480 6699220    0    0     0   125 7491 32713 11  2 87  0  0
 1  0      0 20710984 348536 6686076    0    0     0   104 7278 32111 11  2 87  0  0
 3  0      0 20733364 348580 6664428    0    0     0   110 7419 33048 10  2 88  0  0
 3  0      0 20703424 348648 6681988    0    0     0   139 7303 33756 11  2 87  0  0
 0  0      0 20709268 348676 6686904    0    0     0    79 7496 33723 12  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20712124 348756 6682016    0    0     0   136 7398 33606 12  2 86  0  0
 2  0      0 20712024 348788 6681900    0    0     0    70 7308 32869 12  2 86  0  0
 1  0      0 20695184 348852 6690772    0    0     0   113 7364 34387 11  2 87  0  0
 3  0      0 20741164 348884 6652892    0    0     0    98 7335 33940 12  2 86  0  0
 1  0      0 20687416 348928 6683728    0    0     0   113 7587 34738 12  2 86  0  0
 1  0      0 20685288 348952 6686336    0    0     0    79 7104 31632 11  2 86  0  0
 0  0      0 20689060 349016 6681688    0    0     0   130 7626 33633 10  2 87  0  0
 1  0      0 20683844 349060 6686692    0    0     0    68 7099 32134 11  2 87  0  0
 2  0      0 20678484 349132 6689108    0    0     0   136 7826 34171 11  2 87  0  0
 1  0      0 20682724 349180 6680540    0    0     0    94 7000 31680 11  2 87  0  0
 1  0      0 20676008 349224 6686072    0    0     0   100 7726 34543 11  2 86  0  0
 1  0      0 20663780 349272 6691684    0    0     0    93 7187 33289 12  2 86  0  0
 4  0      0 20671232 349336 6696156    0    0     0   131 7883 35706 12  2 86  0  0
 4  0      0 20662476 349380 6694432    0    0     0    79 7081 33210 12  2 86  0  0
 0  0      0 20667212 349444 6672648    0    0     0   193 7855 35235 11  2 87  0  0
 2  0      0 20654352 349484 6695896    0    0     0   121 6838 31030 10  2 87  0  0
 2  0      0 20663480 349620 6693240    0    0     0   178 8013 35685 12  2 86  0  0
 2  0      0 20662092 349660 6677240    0    0     0    81 6810 30963 10  2 87  0  0
 3  0      0 20691644 349716 6655272    0    0     0   148 7816 35460 11  2 87  0  0
 1  0      0 20667748 349748 6681196    0    0     0    82 6746 30898 10  2 88  0  0
 3  0      0 20665964 349772 6681596    0    0     0    86 7925 33834 12  2 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 20641016 349832 6680308    0    0     0    91 6909 31601 11  2 87  0  0
 6  0      0 20659284 349884 6682000    0    0     0   128 7842 35271 12  2 85  0  0
 1  0      0 20665396 349940 6680568    0    0     0   106 7140 32762 12  2 85  0  0
 2  0      0 20675512 349992 6665456    0    0     0   126 7884 34308 12  2 85  0  0
 5  0      0 20659032 350064 6690464    0    0     0   102 7114 33058 12  2 86  0  0
 2  0      0 20692736 350092 6684144    0    0     0    86 7533 34378 12  2 86  0  0
15  0      0 20692404 350160 6684248    0    0     0    97 7316 33576 13  2 85  0  0
 2  0      0 20683528 350192 6684196    0    0     0    96 7532 33666 12  2 86  0  0
 1  0      0 20691056 350252 6690636    0    0     0    93 7225 31849 11  2 87  0  0
 4  0      0 20691080 350296 6682336    0    0     0   134 7450 33310 11  2 86  0  0
 1  0      0 20662556 350340 6692664    0    0     0    82 7396 32676 10  2 88  0  0
 1  0      0 20704300 350388 6661300    0    0     0   105 7458 33843 11  2 87  0  0
17  0      0 20688356 350440 6681788    0    0     0   114 7206 32865 10  2 87  0  0
 2  0      0 20655216 350508 6676276    0    0     0   168 7375 32078 11  2 87  0  0
 2  0      0 20659648 350552 6689284    0    0     0   150 7337 33213 10  2 88  0  0
 3  0      0 20661268 350612 6690944    0    0     0    87 7313 32409 11  2 87  0  0
 1  0      0 20678212 350656 6683700    0    0     0    95 7410 32858 10  2 88  0  0
 2  0      0 20680336 350724 6685596    0    0     0   130 7207 32614 10  2 88  0  0
 1  0      0 20665772 350756 6691672    0    0     0   137 7451 33177 11  2 86  0  0
 2  0      0 20662988 350784 6691168    0    0     0    94 7175 32701 11  2 87  0  0
13  0      0 20666444 350844 6689308    0    0     0   109 7410 33856 11  2 87  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 20661192 350888 6687636    0    0     0    74 7030 31268 10  2 88  0  0
 1  0      0 20678860 350936 6694356    0    0     0   107 7698 33963 10  2 88  0  0
 4  0      0 20669856 350980 6691280    0    0     0   105 6979 30709  9  2 89  0  0
11  0      0 20667900 351040 6689540    0    0     0   109 8061 34179 10  2 88  0  0
 0  0      0 20665056 351080 6691452    0    0     0   121 6792 29663  9  2 89  0  0
 2  0      0 20658980 351136 6682312    0    0     0   102 7735 36274 12  2 86  0  0
 1  0      0 20652272 351184 6688556    0    0     0   105 7161 33112 12  2 85  0  0
 3  0      0 20650256 351244 6691812    0    0     0    99 7805 35588 12  2 86  0  0
 0  0      0 20658856 351284 6684848    0    0     0   101 7352 33364 12  2 85  0  0
 2  0      0 20659360 351324 6693912    0    0     0   101 7987 37111 12  2 85  0  0
 4  0      0 20645132 351424 6691084    0    0     0   121 7052 33332 12  2 85  0  0
 3  0      0 20625292 351460 6698148    0    0     0    79 7798 36160 12  2 85  0  0
 1  0      0 20605836 351524 6698328    0    0     0   184 7151 33863 12  2 86  0  0
 1  0      0 20625640 351572 6695292    0    0     0   102 7890 36099 13  2 85  0  0
 2  0      0 20647860 351700 6693656    0    0     0   173 7054 30806 10  2 88  0  0
 1  0      0 20654416 351744 6696020    0    0     0    74 7543 33258 11  2 86  0  0
10  0      0 20661640 351808 6687988    0    0     0   118 6920 31262  9  2 89  0  0
 3  0      0 20647528 351828 6695676    0    0     0    83 7542 33744 10  2 88  0  0
 6  0      0 20677016 351880 6677176    0    0     0   127 7023 31435 10  2 88  0  0
 1  0      0 20674744 351924 6690748    0    0     0    59 7516 32506 11  2 87  0  0
 4  0      0 20677980 351980 6677076    0    0     0   127 7143 31824  9  2 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0 20660332 352032 6692728    0    0     0    96 7401 33228 10  2 88  0  0
 0  0      0 20664828 352096 6690272    0    0     0   134 7016 31254  9  2 89  0  0
 1  0      0 20493616 352208 6778740    0    0   100   470 5246 18973  7  2 92  0  0
13  0      0 20623204 352284 6730736    0    0     1   195 4710 18387  7  2 92  0  0
 8  0      0 20641056 352384 6699032    0    0     0   171 7693 33868 11  2 87  0  0
 2  0      0 20652244 352448 6695592    0    0     0    91 6923 30813 12  2 86  0  0
 9  0      0 20663156 352492 6695476    0    0     0   108 8037 34701 11  2 87  0  0
 2  0      0 20638736 352588 6704740    0    0     0   155 6987 30859 10  2 87  0  0
 1  0      0 20643884 352648 6700716    0    0     0   112 7909 34246 11  2 87  0  0
 1  0      0 20702736 352712 6656460    0    0     0   129 6844 30257 10  2 88  0  0
 4  0      0 20666340 352740 6702892    0    0     0    60 7528 33548 11  2 87  0  0
 1  0      0 20617564 352868 6708164    0    0     0   195 6984 30942  9  2 89  0  0
 2  0      0 20653688 352976 6700848    0    0     0   203 7725 34203 10  2 88  0  0
 1  0      0 20680016 353032 6685160    0    0     0   138 6864 30618  9  2 89  0  0
 1  0      0 20673908 353096 6696032    0    0     0   102 7712 33626 10  2 88  0  0
 1  0      0 20662668 353160 6693272    0    0     0   134 6853 30657  9  2 89  0  0
 2  0      0 20693232 353180 6671540    0    0     0    69 7568 33096 10  2 88  0  0
 2  0      0 20710564 353248 6659040    0    0     0   131 7465 31484 11  2 87  0  0
 1  0      0 20683788 353308 6693572    0    0     0    87 7432 33129 10  2 88  0  0
 0  0      0 20675948 353356 6700220    0    0     0    97 7073 31424  9  2 89  0  0
 2  0      0 20684708 353424 6693864    0    0     0   119 7959 32564 10  2 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1      0 20651816 353468 6702232    0    0     0  1826 7210 31920  9  2 89  0  0
 2  0      0 20656428 353512 6703184    0    0     0    79 7686 32954  9  2 89  0  0
 0  0      0 20666924 353564 6700620    0    0     0   134 7160 32135 10  2 88  0  0
 2  0      0 20657240 353608 6694436    0    0     0    99 7388 34097 10  2 88  0  0
10  0      0 20649668 353656 6698132    0    0     0   109 7569 33695 10  2 88  0  0
 1  0      0 20690648 353716 6672608    0    0     0   103 8154 34220 10  2 88  0  0
 2  0      0 20686120 353740 6662792    0    0     0    78 7337 33037 12  2 86  0  0
 0  1      0 20668584 353792 6694252    0    0     0   138 7297 32535 12  2 85  0  0
 1  0      0 20649952 353860 6697164    0    0     0    86 7344 34166 11  2 87  0  0
 1  0      0 20651704 353940 6697236    0    0     0   129 7299 31619  9  2 88  0  0
 0  0      0 20600940 354084 6728916    0    0     0  1366 8837 47293 13  2 84  0  0
 1  0      0 20627748 354136 6707788    0    0     0   180 7081 31416 10  2 88  0  0
 3  0      0 20612720 354400 6676648    0    0     0   998 8356 34274 11  2 87  0  0
 3  0      0 20676380 354444 6678896    0    0     0  1170 7115 31815 11  2 87  0  0
 0  0      0 20695884 354500 6675320    0    0     0   118 7599 33584 11  2 87  0  0
 2  0      0 20690760 354552 6675252    0    0     0   137 6854 30057  9  2 89  0  0
 0  0      0 20667732 354640 6690436    0    0     0  1279 8189 34028 10  2 88  0  0
 5  0      0 20667248 354692 6692228    0    0     0   113 6727 29669  8  2 89  0  0
 1  0      0 20672928 354748 6692612    0    0     0   121 7812 33283 10  2 88  0  0
 1  0      0 20698024 354776 6661872    0    0     0    79 6846 30039  8  2 89  0  0
 7  0      0 20646532 354864 6694072    0    0     0   122 8087 34619  9  2 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 20673432 354924 6675448    0    0     0   135 6918 30411 11  2 87  0  0
