tpch_load;tpch_pkeys;tpch_fkeys;tpch_indexes;tpch_analyze;tpch_total;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20;query_21;query_22;query_1_hash;query_2_hash;query_3_hash;query_4_hash;query_5_hash;query_6_hash;query_7_hash;query_8_hash;query_9_hash;query_10_hash;query_11_hash;query_12_hash;query_13_hash;query_14_hash;query_15_hash;query_16_hash;query_17_hash;query_18_hash;query_19_hash;query_20_hash;query_21_hash;query_22_hash;db_cache_hit_ratio
0.00;0.00;0.00;0.00;1713649804.00;35.00;1.40;0.16;0.34;0.15;0.33;0.21;0.02;0.14;0.02;0.02;0.29;0.31;0.86;0.13;0.24;0.20;0.02;1.82;0.04;1.02;0.37;0.06;8ef51edbdc2f65d086aefa61485dd169;9f5a93b9fedce3b3475c71f8d3648e94;b4ba6842adb993fdbb1ad4611e447d02;bbf5dc532aa9dcf2215824bae29ea4ef;abe8b100d6f4f7a79df68b955b037d38;464f1f5b5d5eeb07a2caaaec1abc011f;d41d8cd98f00b204e9800998ecf8427e;235cf43215cf7490868b1c25e11d8b35;d41d8cd98f00b204e9800998ecf8427e;d41d8cd98f00b204e9800998ecf8427e;4d7b81955c9a4d080874554253af1e1a;afea7004195aeb9a8e9ef01806228637;f6b4b22ba4a17880ed7a597753e5cc26;f3241386d9e48ed1a302d021778e38ea;1d62a6a82dd64a3ce64eaddf2990458c;efb04a76f5b06de0a749c8e7f084dd30;d41d8cd98f00b204e9800998ecf8427e;7659b3e1eaa9c1954af9b9cc3bd59698;39349a9e36a845503ab71d56dc92e961;c13d9bfc669055491600529e27e2a702;56d6473aae4a75474946c377afd5ae24;6c188292f77798c8eed7b029a3ad73bb;64.90;
