tpch_load;tpch_pkeys;tpch_fkeys;tpch_indexes;tpch_analyze;tpch_total;query_1;query_2;query_3;query_4;query_5;query_6;query_7;query_8;query_9;query_10;query_11;query_12;query_13;query_14;query_15;query_16;query_17;query_18;query_19;query_20;query_21;query_22;query_1_hash;query_2_hash;query_3_hash;query_4_hash;query_5_hash;query_6_hash;query_7_hash;query_8_hash;query_9_hash;query_10_hash;query_11_hash;query_12_hash;query_13_hash;query_14_hash;query_15_hash;query_16_hash;query_17_hash;query_18_hash;query_19_hash;query_20_hash;query_21_hash;query_22_hash;db_cache_hit_ratio
0.00;0.00;0.00;0.00;1713647067.00;37.00;1.38;0.18;0.26;0.12;0.29;0.20;0.31;0.14;0.85;0.24;0.07;0.32;0.28;0.12;0.42;0.18;1.21;2.02;0.04;0.90;0.34;0.06;8ef51edbdc2f65d086aefa61485dd169;8b4dd791e1341d7ecbd3dae54dbcafdf;b4ba6842adb993fdbb1ad4611e447d02;1e361fa1a7b26819ec1973ecc1cd1627;48fa887a0bfd4baf1d4fa63d8826ab57;ab8380e51efe913c8bfc8b32b892d454;37071d59ef2e057a4b5e7ad30a071925;235cf43215cf7490868b1c25e11d8b35;67d25b0bbd6321919e5285ef19229bc2;6afef98542900b4e7c50a419bd865f61;2f19dad172ea5bb58e6cef190d3ef610;afea7004195aeb9a8e9ef01806228637;a6e4a8412e5b68d9144b5935e64ed0bc;f3241386d9e48ed1a302d021778e38ea;d370af82cf2e4480ad7927bf4ff030b7;0790aa1735b271ab0881fcc07af5f12f;4fe76e3757cc65f2bce077e62ca18249;7659b3e1eaa9c1954af9b9cc3bd59698;416549a49c95163b450233ba612b6339;c13d9bfc669055491600529e27e2a702;56d6473aae4a75474946c377afd5ae24;21ce2161d7a536883c5a8d544f621464;60.90;
